so_bao_danh,ma_tinh,diem_toan,diem_van,diem_anh
08000775,08,5.25,4.25,4.75
08000776,08,5.0,7.0,5.5
12000777,12,6.25,4.75,3.0
32000778,32,7.5,6.5,4.75
17000779,17,7.25,4.5,4.75
13000780,13,7.75,5.5,5.75
30000781,30,6.75,6.5,5.75
43000782,43,3.25,8.75,5.5
11000783,11,6.75,9.5,1.5
48000784,48,7.0,8.5,7.75
51000785,51,5.75,6.0,4.0
28000786,28,4.5,7.5,5.75
11000787,11,7.0,8.25,8.5
31000788,31,6.0,6.75,4.25
22000789,22,3.75,5.5,10.0
20000790,20,6.25,8.0,4.75
60000791,60,7.75,6.25,6.5
32000792,32,5.75,8.0,6.75
05000793,05,9.5,7.5,2.75
12000794,12,5.75,7.75,4.75
37000795,37,5.0,5.25,8.5
31000796,31,5.5,6.25,3.25
53000797,53,6.25,6.0,7.5
25000798,25,3.75,5.25,5.25
10000799,10,8.25,5.25,5.0
11000800,11,3.5,7.75,3.75
24000801,24,7.0,7.75,5.0
19000802,19,5.0,6.0,6.75
39000803,39,5.75,7.75,4.0
07000804,07,4.75,6.5,6.25
14000805,14,6.25,7.0,8.25
21000806,21,10.0,6.75,4.25
40000807,40,7.25,5.0,8.25
28000808,28,4.75,6.0,7.5
09000809,09,6.5,6.25,3.25
15000810,15,9.0,7.5,7.25
04000811,04,8.25,8.5,6.25
41000812,41,6.0,6.5,4.5
38000813,38,4.0,5.75,4.75
15000814,15,6.25,7.75,6.5
04000815,04,6.0,7.0,8.5
47000816,47,8.5,4.75,6.25
02000817,02,5.5,7.25,7.75
02000818,02,5.25,6.0,5.75
28000819,28,4.25,9.0,7.25
51000820,51,8.25,4.5,4.5
20000821,20,2.5,6.75,4.75
38000822,38,9.5,6.5,6.25
59000823,59,6.75,3.5,5.75
16000824,16,6.75,6.5,2.5
23000825,23,6.75,8.0,6.75
07000826,07,7.5,8.5,2.75
28000827,28,7.0,10.0,4.0
30000828,30,5.0,6.5,9.0
11000829,11,6.5,6.25,5.75
50000830,50,6.75,5.0,6.0
60000831,60,9.25,7.5,5.5
15000832,15,5.0,7.25,2.25
37000833,37,6.75,6.75,3.5
06000834,06,4.5,5.75,5.75
23000835,23,5.25,6.0,7.75
47000836,47,5.25,5.0,8.75
09000837,09,5.25,5.0,4.0
02000838,02,7.0,6.75,1.75
47000839,47,7.5,7.0,8.5
06000840,06,7.25,6.5,6.5
56000841,56,7.75,5.5,3.75
17000842,17,7.0,6.0,4.75
62000843,62,6.5,5.75,6.25
61000844,61,8.5,8.25,4.25
45000845,45,6.75,4.5,8.25
58000846,58,5.25,8.0,3.75
59000847,59,6.25,5.75,5.75
59000848,59,5.5,6.75,4.25
30000849,30,5.0,5.75,7.75
19000850,19,9.75,6.75,5.25
55000851,55,9.75,5.25,6.75
27000852,27,7.75,6.25,4.75
18000853,18,5.0,6.0,6.0
38000854,38,7.25,5.25,6.75
08000855,08,6.25,5.75,6.5
32000856,32,7.25,7.75,1.75
45000857,45,7.0,6.0,8.25
06000858,06,5.75,6.25,6.75
33000859,33,7.0,7.0,4.25
11000860,11,7.5,7.75,8.5
35000861,35,2.25,4.25,4.25
47000862,47,4.5,7.25,5.75
12000863,12,4.75,5.75,5.75
16000864,16,7.75,7.5,6.25
24000865,24,8.25,7.0,7.0
44000866,44,5.5,6.25,4.75
50000867,50,5.5,8.25,3.5
63000868,63,4.25,7.75,5.25
02000869,02,6.75,6.0,8.5
38000870,38,5.25,6.5,2.5
42000871,42,8.75,5.0,3.5
41000872,41,6.0,9.25,6.75
54000873,54,7.75,7.25,7.25
12000874,12,3.75,5.0,5.0
39000875,39,6.5,6.5,7.25
29000876,29,6.75,6.5,4.0
59000877,59,4.5,7.75,8.25
49000878,49,6.25,6.75,5.25
41000879,41,7.0,6.75,5.5
31000880,31,6.75,7.0,4.5
36000881,36,5.25,8.75,9.0
43000882,43,8.5,7.25,4.25
48000883,48,5.0,6.25,8.0
53000884,53,3.25,7.75,8.75
04000885,04,5.75,8.75,3.5
02000886,02,4.5,7.25,3.0
06000887,06,8.0,7.75,1.5
08000888,08,8.0,7.5,4.25
34000889,34,6.0,7.5,6.75
41000890,41,8.25,8.25,9.0
08000891,08,1.5,7.25,2.5
25000892,25,5.0,7.75,8.5
37000893,37,6.0,6.0,7.0
40000894,40,4.25,6.75,7.75
14000895,14,4.5,7.0,3.5
57000896,57,6.0,5.5,5.75
56000897,56,6.0,5.25,5.75
45000898,45,5.5,5.5,4.75
46000899,46,3.75,5.5,8.75
02000900,02,6.25,7.5,5.0
25000901,25,5.0,6.75,5.0
56000902,56,7.75,6.75,7.5
02000903,02,6.25,6.25,1.25
54000904,54,6.25,7.0,2.75
09000905,09,5.5,5.75,7.0
51000906,51,7.5,8.5,4.25
18000907,18,5.25,6.25,7.5
02000908,02,7.75,4.75,4.5
54000909,54,10.0,6.25,4.75
08000910,08,9.25,5.75,4.75
22000911,22,6.25,6.5,9.5
39000912,39,5.75,5.75,4.0
30000913,30,5.25,5.75,5.0
09000914,09,5.0,7.25,5.25
41000915,41,3.0,9.5,3.75
63000916,63,9.5,7.75,9.5
46000917,46,5.75,4.75,6.75
36000918,36,8.25,5.5,6.5
47000919,47,7.75,7.0,4.5
16000920,16,8.25,8.0,4.75
18000921,18,8.0,5.5,8.25
29000922,29,7.5,6.25,8.5
38000923,38,9.5,8.5,8.25
21000924,21,5.5,8.25,8.0
14000925,14,8.0,7.25,8.75
46000926,46,6.0,6.75,5.0
56000927,56,7.75,10.0,6.75
30000928,30,8.25,7.25,7.5
24000929,24,6.75,6.25,4.25
05000930,05,7.0,8.25,5.75
03000931,03,8.0,6.5,2.75
12000932,12,5.0,7.0,6.75
37000933,37,5.0,5.5,6.25
34000934,34,5.5,6.25,5.5
50000935,50,7.25,7.25,4.75
01000936,01,5.5,6.25,6.25
16000937,16,9.0,6.5,6.0
53000938,53,5.5,6.25,3.25
21000939,21,9.75,6.75,4.0
13000940,13,5.25,6.0,4.25
57000941,57,8.5,6.5,10.0
39000942,39,4.5,8.25,5.25
51000943,51,6.25,6.25,3.25
26000944,26,7.75,4.75,5.75
28000945,28,8.0,8.25,8.0
30000946,30,9.0,8.0,6.25
07000947,07,6.0,5.0,2.0
35000948,35,7.25,4.5,6.5
36000949,36,7.5,7.0,5.75
63000950,63,4.25,6.25,0.75
16000951,16,7.5,7.25,6.75
40000952,40,5.0,5.75,2.75
10000953,10,6.0,8.0,2.5
45000954,45,10.0,10.0,6.0
27000955,27,5.25,6.0,7.75
45000956,45,6.75,6.5,5.25
11000957,11,5.75,6.25,6.5
19000958,19,6.25,7.75,1.75
23000959,23,5.0,7.25,3.75
47000960,47,7.5,7.75,6.5
17000961,17,4.75,6.5,7.25
62000962,62,9.75,8.5,3.5
32000963,32,5.75,6.0,6.0
08000964,08,9.0,3.5,4.0
26000965,26,5.75,7.0,3.75
09000966,09,8.0,4.5,4.5
13000967,13,5.0,6.5,4.75
04000968,04,4.75,7.5,6.25
42000969,42,7.5,6.25,6.25
31000970,31,7.0,7.0,4.75
49000971,49,4.5,6.5,5.25
16000972,16,3.25,8.0,4.5
44000973,44,7.5,8.0,3.75
47000974,47,5.5,7.25,5.0
43000975,43,8.25,7.0,7.25
25000976,25,5.75,6.25,5.25
09000977,09,4.75,5.5,7.25
08000978,08,7.25,9.0,4.0
46000979,46,5.25,7.0,6.25
40000980,40,5.25,7.25,5.5
34000981,34,7.25,8.0,5.5
63000982,63,4.5,6.0,3.25
01000983,01,6.5,7.0,5.25
41000984,41,10.0,4.5,8.5
35000985,35,6.5,5.25,5.25
36000986,36,4.25,7.75,5.25
34000987,34,6.75,7.25,1.0
01000988,01,6.25,7.25,4.25
08000989,08,6.25,6.25,6.5
30000990,30,4.75,6.5,7.5
12000991,12,4.75,7.5,4.75
33000992,33,5.25,2.75,7.25
57000993,57,4.25,7.0,7.5
18000994,18,7.0,5.25,5.5
39000995,39,6.0,5.25,4.0
38000996,38,5.5,6.5,6.25
49000997,49,4.0,6.25,9.0
08000998,08,5.5,8.5,6.25
43000999,43,5.25,8.75,6.0
55001000,55,3.25,8.5,5.5
06001001,06,5.75,4.75,5.75
47001002,47,8.5,6.5,6.75
22001003,22,4.25,6.25,4.25
13001004,13,8.0,7.5,5.5
31001005,31,4.0,6.0,3.75
22001006,22,8.75,6.75,8.0
27001007,27,4.5,6.5,8.0
46001008,46,5.25,7.5,4.25
41001009,41,6.25,6.25,5.25
04001010,04,8.25,7.5,7.5
53001011,53,7.25,6.5,6.25
05001012,05,6.75,8.0,5.75
20001013,20,6.75,8.5,6.5
53001014,53,5.0,7.25,6.25
19001015,19,6.75,7.0,7.25
56001016,56,5.75,8.75,5.5
33001017,33,8.75,7.25,3.75
51001018,51,5.25,7.5,7.0
08001019,08,6.5,6.5,4.25
49001020,49,4.75,5.75,5.5
46001021,46,3.5,4.25,4.5
53001022,53,4.75,7.0,4.75
06001023,06,9.5,5.75,5.25
10001024,10,9.5,5.0,5.0
01001025,01,4.5,7.75,4.5
28001026,28,9.0,6.5,7.0
21001027,21,6.5,6.25,5.75
10001028,10,6.25,6.0,3.0
53001029,53,6.5,6.75,8.75
15001030,15,5.0,6.5,7.0
27001031,27,7.25,7.5,3.75
26001032,26,6.5,6.75,6.75
59001033,59,6.0,6.25,9.5
22001034,22,7.5,7.25,4.25
52001035,52,6.5,5.0,6.75
02001036,02,8.25,6.25,8.25
09001037,09,3.5,9.0,4.25
41001038,41,7.5,6.25,4.25
17001039,17,3.25,6.75,6.25
18001040,18,7.25,7.25,6.25
06001041,06,6.5,6.0,5.5
03001042,03,4.25,5.0,5.0
57001043,57,6.0,6.0,6.0
19001044,19,7.75,6.25,4.25
32001045,32,4.5,5.0,5.75
35001046,35,5.25,6.25,3.25
61001047,61,7.75,6.25,3.75
59001048,59,4.75,8.75,6.0
43001049,43,8.5,8.0,4.0
36001050,36,7.0,8.0,4.25
61001051,61,9.25,7.25,4.0
14001052,14,4.25,6.75,4.25
36001053,36,3.25,6.5,10.0
09001054,09,6.5,6.5,6.0
13001055,13,8.5,5.25,4.5
30001056,30,7.25,6.25,3.5
47001057,47,9.0,8.0,3.5
08001058,08,4.25,7.5,3.75
55001059,55,4.5,7.75,2.25
34001060,34,7.5,7.25,7.0
47001061,47,4.5,9.5,4.75
01001062,01,6.25,7.25,7.0
61001063,61,10.0,4.5,4.0
46001064,46,7.5,8.5,4.75
53001065,53,6.75,7.25,5.75
17001066,17,8.75,7.25,5.5
19001067,19,7.0,6.5,7.75
39001068,39,7.75,6.75,4.5
59001069,59,5.5,7.0,5.25
55001070,55,7.5,6.0,5.75
33001071,33,7.25,7.25,6.0
11001072,11,7.0,8.25,3.25
01001073,01,6.25,7.0,6.25
45001074,45,6.25,8.5,6.25
32001075,32,7.0,7.0,9.75
56001076,56,6.0,5.75,5.25
46001077,46,7.5,7.5,8.25
40001078,40,6.5,7.5,4.5
10001079,10,8.0,8.5,4.75
54001080,54,4.75,7.0,0.0
43001081,43,7.5,7.0,7.25
37001082,37,8.0,5.5,5.0
24001083,24,7.0,7.75,5.75
28001084,28,5.0,5.5,2.5
52001085,52,6.0,5.5,0.0
41001086,41,5.25,7.5,3.75
38001087,38,6.25,7.0,5.0
38001088,38,6.5,7.75,5.0
28001089,28,9.5,7.5,6.25
18001090,18,10.0,6.0,2.75
05001091,05,6.25,7.25,7.25
39001092,39,6.0,6.0,3.0
35001093,35,4.5,8.25,6.0
43001094,43,5.25,6.75,3.5
16001095,16,7.75,6.25,7.0
59001096,59,5.5,6.75,4.0
52001097,52,4.0,4.75,6.5
34001098,34,4.75,5.25,7.75
48001099,48,8.25,6.0,5.5
20001100,20,9.75,7.25,1.75
46001101,46,7.25,9.25,6.5
11001102,11,8.0,7.25,4.75
13001103,13,5.0,7.5,8.0
36001104,36,6.0,6.0,5.25
36001105,36,6.25,6.5,3.75
56001106,56,5.5,7.25,5.0
14001107,14,8.5,6.0,6.5
08001108,08,5.75,5.0,5.5
18001109,18,3.5,8.5,5.5
39001110,39,5.75,8.0,6.75
49001111,49,7.5,7.5,5.25
62001112,62,8.25,6.75,4.25
42001113,42,6.0,7.5,3.75
14001114,14,5.0,8.25,6.25
58001115,58,7.5,6.25,6.25
44001116,44,6.5,5.75,6.75
51001117,51,6.5,4.75,4.0
20001118,20,9.0,7.0,4.5
36001119,36,5.75,7.5,0.75
50001120,50,5.0,6.0,7.0
51001121,51,7.25,6.75,7.75
44001122,44,5.5,6.0,5.5
32001123,32,7.25,5.5,2.75
10001124,10,6.0,6.75,8.25
10001125,10,8.25,6.25,6.0
09001126,09,8.5,7.25,5.0
02001127,02,7.75,8.0,6.5
47001128,47,3.5,9.25,5.0
23001129,23,7.5,8.25,8.25
60001130,60,8.5,6.25,8.25
48001131,48,5.5,6.0,4.75
14001132,14,7.0,6.5,3.0
50001133,50,8.5,10.0,4.5
60001134,60,5.25,8.5,4.75
47001135,47,6.5,7.0,10.0
18001136,18,5.75,6.25,9.5
52001137,52,3.75,5.25,5.5
62001138,62,4.5,6.75,8.75
62001139,62,7.5,6.25,6.0
02001140,02,5.25,8.0,3.5
61001141,61,6.0,7.0,5.75
27001142,27,8.25,6.0,6.75
50001143,50,4.0,6.5,4.0
30001144,30,5.75,7.5,5.5
49001145,49,5.5,7.25,8.75
31001146,31,5.5,7.75,4.25
26001147,26,7.75,4.5,5.75
25001148,25,8.0,9.0,6.25
46001149,46,8.25,7.0,6.0
43001150,43,6.0,8.5,6.5
21001151,21,6.5,6.0,5.75
06001152,06,6.5,7.0,4.5
38001153,38,4.75,7.5,5.75
60001154,60,5.25,6.25,1.0
28001155,28,7.5,7.25,10.0
09001156,09,9.5,7.5,3.75
50001157,50,5.25,7.5,7.75
37001158,37,8.5,10.0,5.0
11001159,11,6.0,6.75,4.75
36001160,36,4.5,4.5,3.5
32001161,32,7.0,6.0,0.0
34001162,34,10.0,6.5,5.25
29001163,29,7.25,6.25,7.5
22001164,22,3.0,6.0,6.25
62001165,62,6.5,7.25,5.25
45001166,45,2.75,6.0,6.0
21001167,21,3.75,6.75,4.0
55001168,55,3.5,4.75,5.25
44001169,44,5.5,5.75,4.5
16001170,16,7.25,7.75,7.25
49001171,49,8.25,5.75,6.0
46001172,46,6.5,3.75,5.0
48001173,48,2.0,6.75,10.0
54001174,54,9.25,6.25,8.25
01001175,01,7.0,8.75,6.5
01001176,01,7.75,7.25,10.0
09001177,09,5.5,6.75,4.5
44001178,44,6.75,6.75,7.25
32001179,32,6.75,6.25,7.75
31001180,31,10.0,6.0,5.25
05001181,05,3.5,5.75,4.25
32001182,32,3.5,7.25,6.25
14001183,14,7.0,7.25,6.0
01001184,01,4.25,6.75,4.75
40001185,40,4.5,5.75,5.0
14001186,14,5.25,6.75,3.25
45001187,45,6.0,8.0,5.25
09001188,09,6.25,6.0,5.5
50001189,50,8.5,8.5,3.0
38001190,38,7.0,7.0,3.0
24001191,24,5.25,6.25,6.0
51001192,51,6.25,6.0,7.25
18001193,18,6.0,6.5,3.25
41001194,41,6.25,7.25,3.25
03001195,03,7.25,6.75,8.25
05001196,05,4.5,8.5,5.5
04001197,04,7.25,6.75,7.75
11001198,11,5.75,4.5,5.75
53001199,53,7.0,7.25,4.5
58001200,58,5.0,8.0,5.75
02001201,02,3.5,6.5,6.0
08001202,08,4.0,7.0,3.0
57001203,57,8.25,8.5,5.5
20001204,20,6.25,9.0,1.5
16001205,16,6.75,7.25,6.75
56001206,56,4.75,8.25,6.25
55001207,55,7.0,8.0,8.0
45001208,45,6.25,6.5,3.5
61001209,61,6.75,6.0,5.0
62001210,62,9.0,8.0,4.5
61001211,61,7.5,6.75,3.5
10001212,10,7.75,5.75,2.25
30001213,30,5.25,7.75,6.0
51001214,51,8.25,6.5,6.25
33001215,33,5.25,7.25,7.0
13001216,13,9.25,7.5,8.25
39001217,39,8.25,6.5,6.5
49001218,49,8.75,6.25,7.25
24001219,24,8.75,7.25,5.0
48001220,48,4.5,7.25,6.75
31001221,31,5.5,7.25,4.0
55001222,55,6.0,8.75,1.5
45001223,45,9.75,6.5,2.75
32001224,32,8.25,6.5,4.25
63001225,63,5.25,7.75,7.25
10001226,10,7.0,6.25,5.75
11001227,11,7.0,6.75,6.75
36001228,36,4.25,8.25,9.0
22001229,22,6.0,7.25,3.0
36001230,36,3.75,5.75,5.0
15001231,15,4.75,5.75,6.5
46001232,46,5.75,7.0,4.5
01001233,01,7.25,8.0,6.25
43001234,43,2.0,5.5,8.0
47001235,47,8.25,6.0,2.75
46001236,46,8.75,7.0,2.75
47001237,47,4.5,7.75,5.75
52001238,52,6.0,6.25,6.75
45001239,45,8.0,7.25,5.75
29001240,29,7.5,6.0,10.0
38001241,38,6.25,6.0,8.0
25001242,25,5.5,5.25,5.25
50001243,50,6.5,7.5,6.0
52001244,52,5.75,5.25,1.75
12001245,12,6.75,5.75,4.0
42001246,42,8.5,7.0,3.25
54001247,54,6.75,6.75,6.25
08001248,08,6.0,9.5,8.5
54001249,54,4.5,6.5,6.25
41001250,41,5.5,7.25,3.5
06001251,06,6.75,9.0,5.5
15001252,15,7.0,7.75,5.25
47001253,47,7.25,7.5,6.25
43001254,43,8.0,7.5,9.0
22001255,22,6.25,5.75,8.75
14001256,14,5.75,7.25,1.5
03001257,03,4.5,7.25,5.25
04001258,04,4.75,8.5,5.5
48001259,48,7.25,4.75,7.25
39001260,39,8.5,5.25,4.25
26001261,26,4.5,6.75,8.25
14001262,14,4.5,7.75,6.25
59001263,59,7.0,6.0,8.25
07001264,07,6.0,7.0,6.25
27001265,27,6.5,6.25,3.75
37001266,37,5.5,6.5,8.0
54001267,54,4.5,8.0,8.0
40001268,40,2.75,7.0,6.75
14001269,14,4.5,6.75,8.25
14001270,14,4.25,5.25,9.25
35001271,35,10.0,8.25,6.0
49001272,49,9.5,5.25,7.75
24001273,24,6.25,6.5,6.75
43001274,43,7.0,6.0,5.25
51001275,51,7.5,5.25,6.5
48001276,48,6.25,6.75,5.5
25001277,25,8.0,6.75,7.5
33001278,33,8.75,6.0,6.25
12001279,12,8.0,5.5,4.5
42001280,42,6.25,8.0,7.25
33001281,33,5.25,6.75,6.0
58001282,58,6.0,4.75,5.5
46001283,46,7.25,6.5,6.75
18001284,18,7.5,6.25,6.0
51001285,51,8.75,5.25,6.5
53001286,53,8.5,7.5,9.5
63001287,63,8.5,7.25,4.75
52001288,52,6.25,8.25,8.0
34001289,34,5.0,6.25,4.75
50001290,50,4.75,7.75,6.25
48001291,48,7.0,6.5,7.25
52001292,52,5.75,5.5,6.5
11001293,11,4.5,6.75,6.25
22001294,22,6.75,5.75,4.75
56001295,56,5.75,8.75,4.0
08001296,08,7.0,6.25,4.75
55001297,55,5.75,7.25,6.5
23001298,23,6.75,5.75,6.75
24001299,24,7.25,8.5,5.5
52001300,52,7.25,8.25,4.0
17001301,17,7.0,8.25,6.0
16001302,16,6.5,7.5,5.0
24001303,24,4.25,8.0,6.0
02001304,02,5.0,8.75,9.25
56001305,56,9.5,5.0,7.5
57001306,57,6.0,7.0,5.75
52001307,52,3.75,5.75,4.75
28001308,28,6.75,7.5,7.75
29001309,29,7.25,3.75,4.25
16001310,16,6.25,7.75,4.0
10001311,10,7.0,9.75,5.25
03001312,03,6.25,7.25,1.5
48001313,48,8.75,5.75,9.25
56001314,56,6.0,3.0,3.75
30001315,30,6.75,8.0,6.0
03001316,03,3.0,7.5,6.0
15001317,15,8.5,10.0,5.5
40001318,40,6.25,6.5,4.5
48001319,48,5.75,8.5,6.0
26001320,26,7.75,7.25,5.25
37001321,37,7.25,8.75,6.75
09001322,09,5.0,6.75,6.25
17001323,17,6.5,6.25,3.0
22001324,22,4.0,6.5,8.0
10001325,10,5.75,5.25,6.25
53001326,53,9.25,4.75,3.75
13001327,13,7.0,8.5,7.75
26001328,26,6.0,7.0,3.5
45001329,45,6.75,5.5,9.25
13001330,13,7.5,8.25,2.25
51001331,51,3.0,8.25,5.5
33001332,33,5.25,6.75,6.25
62001333,62,10.0,8.75,3.5
06001334,06,6.0,5.75,8.25
42001335,42,4.5,6.5,5.25
18001336,18,2.75,5.0,5.5
51001337,51,8.5,7.25,7.0
44001338,44,7.5,7.5,5.25
21001339,21,6.0,7.0,7.25
30001340,30,3.25,7.0,3.5
43001341,43,4.75,7.25,3.5
20001342,20,8.0,4.75,5.5
37001343,37,7.5,9.0,7.25
45001344,45,5.75,6.25,5.25
52001345,52,6.25,8.0,5.25
36001346,36,9.0,7.5,6.75
03001347,03,6.0,7.5,6.25
23001348,23,7.0,8.25,4.25
43001349,43,6.25,7.0,5.5
57001350,57,4.75,5.5,6.75
40001351,40,5.5,8.25,4.25
55001352,55,5.5,6.0,5.0
03001353,03,6.0,7.25,3.0
60001354,60,5.75,8.0,6.0
10001355,10,4.25,5.5,5.5
57001356,57,6.25,7.25,5.0
62001357,62,8.25,4.25,3.5
01001358,01,6.0,7.5,7.0
04001359,04,6.75,7.25,6.5
21001360,21,6.75,6.25,3.75
31001361,31,8.75,8.75,8.75
50001362,50,8.5,6.75,2.5
27001363,27,8.5,6.25,7.75
12001364,12,10.0,7.25,5.5
22001365,22,7.0,6.75,5.0
56001366,56,6.75,7.25,5.75
09001367,09,5.75,6.5,9.5
15001368,15,7.75,7.75,6.5
42001369,42,3.5,7.5,6.0
20001370,20,6.5,5.0,4.5
33001371,33,6.5,5.75,4.75
18001372,18,8.0,5.5,9.25
36001373,36,6.0,6.25,5.25
57001374,57,9.75,6.25,3.5
41001375,41,9.25,8.0,4.5
37001376,37,8.25,9.75,4.0
42001377,42,6.0,8.0,6.25
22001378,22,8.0,6.25,6.5
05001379,05,6.75,7.75,8.0
61001380,61,5.0,3.25,4.0
57001381,57,9.25,8.25,5.5
16001382,16,6.75,4.25,7.25
49001383,49,3.5,6.25,7.5
13001384,13,6.75,4.75,6.5
06001385,06,8.75,5.25,7.0
30001386,30,4.75,8.0,9.0
36001387,36,5.75,4.0,8.0
41001388,41,5.25,7.25,4.75
39001389,39,3.0,7.25,2.75
42001390,42,5.5,5.5,5.5
50001391,50,6.75,6.75,4.5
44001392,44,7.5,8.25,8.0
37001393,37,5.0,7.75,5.25
32001394,32,5.25,8.5,4.75
49001395,49,6.75,7.0,4.25
41001396,41,8.25,7.25,4.5
38001397,38,7.5,7.0,5.0
39001398,39,8.5,8.0,8.0
45001399,45,7.5,7.25,9.5
16001400,16,7.75,5.75,5.75
33001401,33,4.75,7.75,6.25
42001402,42,6.0,8.75,4.25
19001403,19,3.5,6.0,7.5
18001404,18,7.5,7.75,5.75
06001405,06,9.5,7.25,4.75
63001406,63,5.0,6.25,6.75
12001407,12,4.0,4.75,4.5
53001408,53,7.0,6.75,4.25
01001409,01,6.75,5.5,5.25
51001410,51,5.5,7.0,8.25
15001411,15,8.75,7.25,8.5
50001412,50,6.25,7.25,6.0
51001413,51,10.0,8.0,7.25
15001414,15,6.75,7.75,6.25
63001415,63,6.5,4.75,5.5
39001416,39,5.5,6.5,6.75
49001417,49,7.75,7.5,5.75
59001418,59,7.0,4.0,7.0
51001419,51,4.75,7.5,2.25
46001420,46,7.25,8.0,5.25
43001421,43,7.5,7.5,6.0
62001422,62,5.25,5.5,5.25
60001423,60,5.75,9.0,6.0
30001424,30,6.0,5.0,0.25
49001425,49,6.25,7.25,3.75
50001426,50,5.75,7.5,3.5
14001427,14,5.75,6.5,6.25
57001428,57,5.5,5.0,2.5
35001429,35,8.0,8.75,8.0
48001430,48,8.75,5.0,4.25
34001431,34,8.0,6.25,6.0
02001432,02,7.0,7.25,6.5
54001433,54,8.25,7.5,4.75
15001434,15,7.25,5.5,6.25
43001435,43,6.25,7.0,3.75
47001436,47,7.0,8.0,7.75
14001437,14,7.75,8.75,7.0
54001438,54,5.5,9.5,7.25
51001439,51,8.0,7.5,5.0
63001440,63,6.5,6.5,2.75
24001441,24,5.0,6.75,7.0
01001442,01,6.25,8.25,3.25
50001443,50,9.0,6.75,7.5
61001444,61,6.5,6.25,4.75
16001445,16,6.5,6.0,6.75
27001446,27,6.25,6.5,3.5
22001447,22,7.75,9.25,6.25
39001448,39,5.5,8.0,8.5
13001449,13,5.0,6.0,6.5
27001450,27,6.25,7.25,6.0
33001451,33,6.25,5.25,4.5
60001452,60,6.5,8.25,4.75
55001453,55,7.25,7.25,2.0
50001454,50,7.25,8.0,5.75
15001455,15,7.0,6.75,5.0
44001456,44,8.0,7.25,4.5
44001457,44,8.0,9.0,4.0
37001458,37,9.5,8.0,7.0
11001459,11,9.5,6.75,5.25
48001460,48,4.75,5.0,4.5
36001461,36,9.75,6.75,6.75
21001462,21,8.25,6.25,2.25
13001463,13,3.0,5.75,6.75
54001464,54,7.25,8.5,6.75
10001465,10,6.0,8.75,6.25
05001466,05,4.0,6.75,7.25
05001467,05,8.25,6.5,7.25
35001468,35,6.75,6.0,5.75
47001469,47,7.75,6.25,5.25
42001470,42,5.5,7.25,5.75
07001471,07,8.25,6.25,4.0
07001472,07,4.5,3.75,5.5
17001473,17,5.5,5.25,5.5
25001474,25,6.0,10.0,4.0
34001475,34,5.75,6.75,7.0
09001476,09,4.75,6.75,5.75
04001477,04,5.25,7.25,7.0
10001478,10,6.25,9.5,6.0
12001479,12,4.75,7.75,9.25
46001480,46,6.25,6.5,6.75
27001481,27,5.75,7.5,4.75
17001482,17,6.25,6.25,5.5
58001483,58,3.75,5.5,3.75
08001484,08,6.25,8.25,4.25
36001485,36,5.75,5.75,4.5
62001486,62,4.5,7.5,7.5
53001487,53,8.25,6.5,4.75
45001488,45,9.5,5.5,5.5
45001489,45,4.0,8.25,7.0
42001490,42,6.75,7.0,8.0
16001491,16,6.75,8.0,5.25
50001492,50,5.75,9.0,4.25
41001493,41,3.0,9.25,3.0
04001494,04,7.5,6.5,6.75
10001495,10,5.5,7.75,6.75
37001496,37,7.0,5.5,7.75
55001497,55,6.75,8.75,4.75
39001498,39,8.75,7.0,6.75
39001499,39,3.75,6.25,5.0
45001500,45,6.5,6.5,5.0
48001501,48,6.25,7.0,5.5
04001502,04,7.75,7.25,4.5
31001503,31,7.0,6.75,5.25
29001504,29,4.0,6.75,7.25
42001505,42,6.75,7.25,8.0
34001506,34,6.75,7.25,6.0
28001507,28,3.25,7.5,8.25
43001508,43,7.25,5.5,6.5
16001509,16,6.25,6.75,4.25
42001510,42,9.75,7.25,5.25
09001511,09,6.5,7.0,6.75
59001512,59,7.0,5.0,3.5
39001513,39,5.75,8.25,8.5
24001514,24,5.75,6.25,9.5
03001515,03,5.25,7.25,5.5
06001516,06,4.25,8.0,7.5
34001517,34,7.0,5.25,2.25
28001518,28,6.0,7.25,3.0
24001519,24,9.25,5.75,5.5
38001520,38,5.25,5.75,6.25
11001521,11,7.0,5.0,5.25
13001522,13,5.75,8.0,5.75
27001523,27,7.5,6.25,8.25
50001524,50,6.5,6.75,5.25
37001525,37,7.25,5.75,5.5
48001526,48,5.0,8.0,7.75
40001527,40,8.5,6.75,8.5
06001528,06,8.25,5.5,5.25
12001529,12,8.25,5.0,8.5
25001530,25,7.25,4.5,6.5
55001531,55,6.75,6.0,4.5
38001532,38,5.5,7.0,5.0
26001533,26,8.75,8.5,5.5
16001534,16,8.25,6.5,5.0
52001535,52,2.75,7.75,6.25
56001536,56,6.0,7.25,5.75
26001537,26,5.25,7.75,6.75
17001538,17,4.25,6.75,4.25
50001539,50,8.25,7.0,5.5
60001540,60,6.25,10.0,7.5
50001541,50,7.5,5.0,7.75
58001542,58,6.25,7.0,7.5
63001543,63,9.25,8.0,4.0
58001544,58,7.25,6.5,4.75
39001545,39,8.25,7.0,5.25
37001546,37,7.25,7.5,6.5
29001547,29,9.0,8.75,6.75
14001548,14,7.25,5.75,5.5
13001549,13,7.5,6.25,5.0
45001550,45,7.25,8.0,4.0
