ma_kh,tuoi,goi_cuoc,khu_vuc,so_thang_su_dung,cuoc_hang_thang,tong_cuoc,so_lan_goi_ho_tro,label
KH04203,37.0,co_ban,Nam,1.0,110.0,110.0,2.0,0.0
KH04204,58.0,co_ban,Nam,21.0,140.0,2940.0,1.0,0.0
KH04205,34.0,co_ban,Nam,56.0,120.0,6720.0,1.0,0.0
KH04206,41.0,co_ban,Nam,12.0,130.0,1560.0,0.0,0.0
KH04207,30.0,cao_cap,Bac,51.0,500.0,25500.0,0.0,0.0
KH04208,34.0,cao_cap,Bac,7.0,660.0,4620.0,3.0,1.0
KH04209,51.0,tieu_chuan,Trung,9.0,200.0,1800.0,8.0,1.0
KH04210,36.0,cao_cap,Nam,37.0,520.0,19240.0,0.0,0.0
KH04211,30.0,co_ban,Nam,5.0,150.0,750.0,2.0,1.0
KH04212,52.0,tieu_chuan,Bac,71.0,300.0,21300.0,0.0,0.0
KH04213,61.0,cao_cap,Bac,5.0,640.0,3200.0,0.0,0.0
KH04214,23.0,co_ban,Nam,7.0,100.0,700.0,1.0,0.0
KH04215,36.0,co_ban,Nam,43.0,110.0,4730.0,1.0,0.0
KH04216,40.0,co_ban,Trung,13.0,150.0,1950.0,0.0,0.0
KH04217,30.0,co_ban,Bac,3.0,110.0,330.0,0.0,0.0
KH04218,39.0,co_ban,Bac,60.0,120.0,7200.0,2.0,1.0
KH04219,52.0,tieu_chuan,Bac,2.0,250.0,500.0,0.0,1.0
KH04220,40.0,tieu_chuan,Nam,57.0,260.0,14820.0,1.0,0.0
KH04221,18.0,co_ban,Bac,10.0,110.0,1100.0,9.0,1.0
KH04222,20.0,tieu_chuan,Nam,2.0,260.0,520.0,0.0,0.0
KH04223,39.0,tieu_chuan,Bac,84.0,210.0,17640.0,0.0,0.0
KH04224,36.0,co_ban,Bac,49.0,110.0,5390.0,2.0,0.0
KH04225,44.0,tieu_chuan,Nam,1.0,220.0,220.0,1.0,1.0
KH04226,28.0,co_ban,Nam,54.0,140.0,7560.0,2.0,0.0
KH04227,45.0,tieu_chuan,Nam,12.0,220.0,2640.0,1.0,1.0
KH04228,41.0,co_ban,Nam,32.0,110.0,3520.0,2.0,0.0
KH04229,25.0,tieu_chuan,Nam,12.0,250.0,3000.0,3.0,0.0
KH04230,50.0,co_ban,Nam,18.0,140.0,2520.0,0.0,0.0
KH04231,53.0,co_ban,Trung,39.0,150.0,5850.0,2.0,0.0
KH04232,35.0,co_ban,Bac,22.0,150.0,3300.0,3.0,0.0
KH04233,,cao_cap,Trung,16.0,450.0,7200.0,1.0,0.0
KH04234,51.0,co_ban,Nam,13.0,140.0,1820.0,1.0,0.0
KH04235,29.0,cao_cap,Bac,60.0,480.0,28800.0,3.0,0.0
KH04236,22.0,co_ban,Bac,6.0,150.0,900.0,0.0,0.0
KH04237,63.0,tieu_chuan,Trung,4.0,250.0,1000.0,0.0,0.0
KH04238,53.0,co_ban,Nam,5.0,140.0,700.0,8.0,1.0
KH04239,39.0,cao_cap,Nam,82.0,600.0,49200.0,1.0,0.0
KH04240,27.0,tieu_chuan,Bac,23.0,270.0,6210.0,0.0,0.0
KH04241,18.0,cao_cap,Nam,4.0,630.0,2520.0,2.0,1.0
KH04242,56.0,co_ban,Bac,24.0,100.0,2400.0,4.0,1.0
KH04243,36.0,co_ban,Nam,1.0,100.0,100.0,1.0,0.0
KH04244,43.0,cao_cap,Trung,42.0,570.0,23940.0,1.0,1.0
KH04245,40.0,co_ban,Nam,3.0,150.0,450.0,1.0,0.0
KH04246,22.0,co_ban,Trung,19.0,150.0,2850.0,0.0,1.0
KH04247,49.0,co_ban,Nam,38.0,130.0,4940.0,3.0,1.0
KH04248,38.0,tieu_chuan,Bac,10.0,250.0,2500.0,3.0,0.0
KH04249,39.0,tieu_chuan,Nam,21.0,290.0,6090.0,1.0,0.0
KH04250,36.0,cao_cap,Nam,11.0,480.0,5280.0,0.0,0.0
KH04251,52.0,tieu_chuan,Trung,2.0,210.0,420.0,3.0,0.0
KH04252,62.0,tieu_chuan,Nam,79.0,,18960.0,1.0,0.0
KH04253,36.0,cao_cap,Trung,5.0,460.0,2300.0,0.0,0.0
KH04254,30.0,tieu_chuan,Bac,36.0,310.0,11160.0,0.0,1.0
KH04255,35.0,co_ban,Nam,1.0,130.0,130.0,8.0,1.0
KH04256,31.0,tieu_chuan,Bac,49.0,260.0,12740.0,0.0,0.0
KH04257,44.0,tieu_chuan,Bac,12.0,260.0,3120.0,0.0,0.0
KH04258,39.0,tieu_chuan,Nam,3.0,200.0,600.0,0.0,1.0
KH04259,47.0,tieu_chuan,Nam,3.0,240.0,720.0,1.0,0.0
KH04260,33.0,tieu_chuan,Nam,33.0,280.0,9240.0,1.0,0.0
KH04261,47.0,co_ban,Bac,15.0,140.0,2100.0,3.0,1.0
KH04262,20.0,tieu_chuan,Nam,66.0,210.0,13860.0,3.0,1.0
KH04263,40.0,co_ban,Trung,5.0,150.0,750.0,0.0,0.0
KH04264,41.0,tieu_chuan,Trung,92.0,280.0,25760.0,3.0,0.0
KH04265,39.0,tieu_chuan,Bac,19.0,250.0,4750.0,5.0,1.0
KH04266,31.0,cao_cap,Nam,9.0,580.0,5220.0,2.0,1.0
KH04267,18.0,tieu_chuan,Nam,12.0,260.0,3120.0,2.0,1.0
KH04268,36.0,cao_cap,Bac,18.0,420.0,7560.0,0.0,1.0
KH04269,47.0,co_ban,Trung,43.0,150.0,6450.0,2.0,0.0
KH04270,53.0,cao_cap,Trung,76.0,550.0,41800.0,8.0,1.0
KH04271,32.0,co_ban,Nam,15.0,110.0,1650.0,3.0,1.0
KH04272,24.0,co_ban,Bac,30.0,130.0,3900.0,1.0,0.0
KH04273,33.0,cao_cap,Bac,32.0,530.0,16960.0,1.0,0.0
KH04274,52.0,tieu_chuan,Bac,86.0,280.0,24080.0,0.0,0.0
KH04275,27.0,cao_cap,Nam,2.0,450.0,900.0,3.0,1.0
KH04276,48.0,co_ban,Bac,1.0,100.0,100.0,10.0,1.0
KH04277,44.0,cao_cap,Bac,5.0,470.0,2350.0,2.0,1.0
KH04278,28.0,co_ban,Bac,1.0,140.0,140.0,5.0,0.0
KH04279,50.0,co_ban,Bac,31.0,140.0,4340.0,2.0,0.0
KH04280,39.0,co_ban,Trung,13.0,110.0,1430.0,9.0,1.0
KH04281,25.0,cao_cap,Bac,1.0,630.0,630.0,2.0,1.0
KH04282,39.0,tieu_chuan,Trung,21.0,200.0,4200.0,0.0,0.0
KH04283,46.0,cao_cap,Bac,65.0,580.0,37700.0,2.0,1.0
KH04284,19.0,cao_cap,Nam,51.0,680.0,34680.0,0.0,0.0
KH04285,29.0,cao_cap,Nam,23.0,620.0,14260.0,2.0,1.0
KH04286,59.0,cao_cap,Nam,11.0,470.0,5170.0,0.0,0.0
KH04287,53.0,tieu_chuan,Nam,29.0,310.0,8990.0,2.0,1.0
KH04288,39.0,tieu_chuan,Nam,7.0,300.0,2100.0,9.0,1.0
KH04289,31.0,cao_cap,Bac,19.0,540.0,10260.0,4.0,0.0
KH04290,37.0,co_ban,Bac,51.0,130.0,6630.0,2.0,0.0
KH04291,27.0,co_ban,Nam,22.0,110.0,2420.0,1.0,0.0
KH04292,30.0,co_ban,Nam,6.0,130.0,780.0,2.0,1.0
KH04293,30.0,co_ban,Trung,1.0,140.0,140.0,1.0,1.0
KH04294,54.0,cao_cap,Nam,100.0,550.0,55000.0,1.0,0.0
KH04295,32.0,tieu_chuan,Nam,62.0,290.0,17980.0,0.0,0.0
KH04296,55.0,tieu_chuan,Bac,40.0,,12000.0,0.0,0.0
KH04297,43.0,co_ban,Nam,8.0,150.0,1200.0,1.0,0.0
KH04298,33.0,tieu_chuan,Nam,8.0,290.0,2320.0,1.0,0.0
KH04299,40.0,co_ban,Bac,7.0,140.0,980.0,0.0,1.0
KH04300,22.0,tieu_chuan,Nam,42.0,240.0,10080.0,2.0,0.0
KH04301,39.0,tieu_chuan,Nam,120.0,250.0,30000.0,1.0,0.0
KH04302,27.0,tieu_chuan,Bac,14.0,240.0,3360.0,6.0,1.0
KH04303,43.0,cao_cap,Bac,39.0,520.0,20280.0,1.0,0.0
KH04304,34.0,co_ban,Nam,26.0,130.0,3380.0,2.0,0.0
KH04305,67.0,co_ban,Nam,21.0,120.0,2520.0,1.0,0.0
KH04306,42.0,tieu_chuan,Nam,14.0,240.0,3360.0,1.0,0.0
KH04307,52.0,co_ban,Bac,16.0,140.0,2240.0,0.0,0.0
KH04308,59.0,cao_cap,Bac,53.0,600.0,31800.0,0.0,0.0
KH04309,47.0,co_ban,Trung,6.0,110.0,660.0,0.0,1.0
KH04310,29.0,tieu_chuan,Nam,9.0,270.0,2430.0,1.0,0.0
KH04311,28.0,cao_cap,Nam,66.0,490.0,32340.0,1.0,1.0
KH04312,46.0,cao_cap,Bac,21.0,520.0,10920.0,2.0,1.0
KH04313,30.0,cao_cap,Nam,9.0,600.0,5400.0,1.0,0.0
KH04314,37.0,tieu_chuan,Trung,6.0,250.0,1500.0,2.0,0.0
KH04315,47.0,tieu_chuan,Nam,5.0,310.0,1550.0,8.0,1.0
KH04316,18.0,tieu_chuan,Bac,3.0,230.0,690.0,1.0,0.0
KH04317,58.0,tieu_chuan,Bac,32.0,270.0,8640.0,0.0,0.0
KH04318,37.0,co_ban,Bac,21.0,110.0,2310.0,7.0,1.0
KH04319,43.0,tieu_chuan,Bac,6.0,250.0,1500.0,3.0,1.0
KH04320,45.0,tieu_chuan,Trung,10.0,280.0,2800.0,1.0,0.0
KH04321,42.0,co_ban,Trung,19.0,110.0,2090.0,3.0,0.0
KH04322,27.0,co_ban,Bac,30.0,100.0,3000.0,0.0,0.0
KH04323,46.0,co_ban,Bac,4.0,110.0,440.0,2.0,1.0
KH04324,46.0,co_ban,Nam,14.0,150.0,2100.0,8.0,0.0
KH04325,34.0,co_ban,Bac,36.0,110.0,3960.0,1.0,0.0
KH04326,46.0,co_ban,Nam,55.0,140.0,7700.0,0.0,0.0
KH04327,37.0,cao_cap,Trung,4.0,630.0,2520.0,2.0,0.0
KH04328,,co_ban,Trung,19.0,100.0,1900.0,4.0,1.0
KH04329,53.0,co_ban,Nam,26.0,110.0,2860.0,6.0,1.0
KH04330,31.0,tieu_chuan,Trung,62.0,280.0,17360.0,1.0,0.0
KH04331,21.0,tieu_chuan,Nam,36.0,240.0,8640.0,2.0,0.0
KH04332,54.0,co_ban,Nam,12.0,100.0,1200.0,2.0,0.0
KH04333,30.0,tieu_chuan,Nam,37.0,260.0,9620.0,1.0,0.0
KH04334,44.0,tieu_chuan,Nam,36.0,310.0,11160.0,1.0,0.0
KH04335,38.0,tieu_chuan,Bac,5.0,310.0,1550.0,1.0,0.0
KH04336,38.0,tieu_chuan,Bac,1.0,300.0,300.0,3.0,0.0
KH04337,41.0,co_ban,Nam,13.0,110.0,1430.0,0.0,0.0
KH04338,18.0,tieu_chuan,Bac,22.0,300.0,6600.0,2.0,0.0
KH04339,31.0,tieu_chuan,Nam,47.0,260.0,12220.0,0.0,0.0
KH04340,41.0,co_ban,Trung,2.0,130.0,260.0,1.0,0.0
KH04341,40.0,cao_cap,Bac,7.0,,3430.0,1.0,0.0
KH04342,26.0,cao_cap,Nam,1.0,570.0,570.0,1.0,1.0
KH04343,37.0,cao_cap,Nam,18.0,640.0,11520.0,4.0,1.0
KH04344,58.0,co_ban,Nam,10.0,120.0,1200.0,2.0,0.0
KH04345,53.0,co_ban,Nam,16.0,100.0,1600.0,1.0,0.0
KH04346,21.0,tieu_chuan,Trung,13.0,220.0,2860.0,0.0,0.0
KH04347,46.0,cao_cap,Bac,13.0,470.0,6110.0,1.0,1.0
KH04348,35.0,tieu_chuan,Nam,10.0,240.0,2400.0,2.0,0.0
KH04349,49.0,cao_cap,Bac,63.0,550.0,34650.0,6.0,0.0
KH04350,43.0,tieu_chuan,Trung,16.0,290.0,4640.0,2.0,1.0
KH04351,18.0,co_ban,Trung,45.0,140.0,6300.0,5.0,0.0
KH04352,25.0,tieu_chuan,Trung,21.0,250.0,5250.0,2.0,0.0
KH04353,60.0,co_ban,Trung,3.0,140.0,420.0,3.0,1.0
KH04354,23.0,cao_cap,Trung,6.0,500.0,3000.0,0.0,0.0
KH04355,23.0,cao_cap,Bac,11.0,470.0,5170.0,0.0,0.0
KH04356,61.0,cao_cap,Trung,51.0,460.0,23460.0,1.0,0.0
KH04357,35.0,co_ban,Bac,120.0,150.0,18000.0,7.0,0.0
KH04358,60.0,co_ban,Bac,6.0,100.0,600.0,1.0,1.0
KH04359,44.0,co_ban,Trung,23.0,120.0,2760.0,1.0,0.0
KH04360,43.0,co_ban,Bac,35.0,120.0,4200.0,1.0,1.0
KH04361,42.0,co_ban,Nam,49.0,130.0,6370.0,0.0,0.0
KH04362,57.0,cao_cap,Nam,8.0,640.0,5120.0,7.0,1.0
KH04363,36.0,co_ban,Nam,70.0,150.0,10500.0,2.0,0.0
KH04364,59.0,tieu_chuan,Nam,18.0,270.0,4860.0,1.0,1.0
KH04365,42.0,tieu_chuan,Bac,3.0,230.0,690.0,5.0,1.0
KH04366,43.0,tieu_chuan,Bac,43.0,320.0,13760.0,1.0,0.0
KH04367,25.0,tieu_chuan,Trung,2.0,280.0,560.0,5.0,1.0
KH04368,42.0,tieu_chuan,Nam,6.0,200.0,1200.0,1.0,0.0
KH04369,34.0,co_ban,Trung,48.0,120.0,5760.0,0.0,0.0
KH04370,21.0,cao_cap,Bac,56.0,480.0,26880.0,7.0,1.0
KH04371,25.0,co_ban,Bac,46.0,110.0,5060.0,3.0,0.0
KH04372,42.0,cao_cap,Bac,31.0,500.0,15500.0,0.0,1.0
KH04373,32.0,co_ban,Bac,21.0,120.0,2520.0,0.0,0.0
KH04374,61.0,co_ban,Bac,1.0,140.0,140.0,2.0,0.0
KH04375,53.0,cao_cap,Trung,25.0,430.0,10750.0,3.0,1.0
KH04376,54.0,tieu_chuan,Nam,16.0,210.0,3360.0,0.0,0.0
KH04377,18.0,cao_cap,Nam,22.0,620.0,13640.0,3.0,0.0
KH04378,28.0,tieu_chuan,Bac,20.0,250.0,5000.0,0.0,0.0
KH04379,28.0,tieu_chuan,Trung,49.0,270.0,13230.0,0.0,0.0
KH04380,38.0,co_ban,Trung,4.0,100.0,400.0,3.0,0.0
KH04381,33.0,tieu_chuan,Nam,1.0,220.0,220.0,1.0,0.0
KH04382,39.0,cao_cap,Nam,41.0,550.0,22550.0,0.0,0.0
KH04383,44.0,co_ban,Trung,53.0,140.0,7420.0,1.0,1.0
KH04384,35.0,co_ban,Nam,38.0,150.0,5700.0,1.0,0.0
KH04385,45.0,tieu_chuan,Trung,25.0,270.0,6750.0,8.0,1.0
KH04386,57.0,co_ban,Nam,22.0,110.0,2420.0,9.0,1.0
KH04387,48.0,tieu_chuan,Nam,72.0,270.0,19440.0,1.0,0.0
KH04388,23.0,tieu_chuan,Trung,4.0,250.0,1000.0,1.0,1.0
KH04389,42.0,cao_cap,Trung,14.0,490.0,6860.0,8.0,1.0
KH04390,28.0,co_ban,Trung,4.0,110.0,440.0,6.0,1.0
KH04391,33.0,tieu_chuan,Nam,3.0,250.0,750.0,0.0,0.0
KH04392,31.0,tieu_chuan,Trung,11.0,230.0,2530.0,2.0,0.0
KH04393,43.0,co_ban,Bac,3.0,120.0,360.0,9.0,1.0
KH04394,47.0,co_ban,Bac,4.0,100.0,400.0,4.0,1.0
KH04395,34.0,co_ban,Nam,3.0,150.0,450.0,0.0,0.0
KH04396,39.0,tieu_chuan,Bac,4.0,200.0,800.0,0.0,1.0
KH04397,49.0,co_ban,Trung,9.0,150.0,1350.0,1.0,1.0
KH04398,23.0,co_ban,Bac,43.0,130.0,5590.0,0.0,0.0
KH04399,49.0,tieu_chuan,Nam,1.0,320.0,320.0,1.0,0.0
KH04400,,co_ban,Nam,15.0,130.0,1950.0,0.0,0.0
KH04401,31.0,cao_cap,Trung,33.0,530.0,17490.0,1.0,0.0
KH04402,34.0,co_ban,Nam,33.0,120.0,3960.0,1.0,1.0
KH04403,53.0,co_ban,Bac,120.0,100.0,12000.0,0.0,0.0
KH04404,22.0,tieu_chuan,Trung,62.0,250.0,15500.0,0.0,1.0
KH04405,32.0,cao_cap,Trung,13.0,590.0,7670.0,1.0,1.0
KH04406,31.0,tieu_chuan,Bac,34.0,240.0,8160.0,0.0,0.0
KH04407,51.0,tieu_chuan,Trung,22.0,310.0,6820.0,1.0,0.0
KH04408,21.0,cao_cap,Bac,11.0,540.0,5940.0,2.0,0.0
KH04409,23.0,tieu_chuan,Bac,16.0,290.0,4640.0,8.0,1.0
KH04410,,tieu_chuan,Bac,1.0,270.0,270.0,0.0,0.0
KH04411,65.0,co_ban,Bac,11.0,140.0,1540.0,2.0,1.0
KH04412,44.0,tieu_chuan,Nam,13.0,310.0,4030.0,1.0,1.0
KH04413,18.0,co_ban,Bac,6.0,100.0,600.0,1.0,1.0
KH04414,48.0,co_ban,Bac,29.0,150.0,4350.0,2.0,0.0
KH04415,35.0,tieu_chuan,Trung,28.0,270.0,7560.0,1.0,0.0
KH04416,66.0,tieu_chuan,Bac,3.0,300.0,900.0,0.0,0.0
KH04417,49.0,co_ban,Trung,76.0,120.0,9120.0,0.0,0.0
KH04418,26.0,co_ban,Nam,32.0,140.0,4480.0,1.0,0.0
KH04419,23.0,cao_cap,Bac,13.0,630.0,8190.0,2.0,1.0
KH04420,34.0,co_ban,Nam,17.0,120.0,2040.0,2.0,0.0
KH04421,30.0,co_ban,Nam,1.0,130.0,130.0,1.0,1.0
KH04422,18.0,co_ban,Bac,59.0,120.0,7080.0,2.0,0.0
KH04423,40.0,co_ban,Bac,13.0,100.0,1300.0,5.0,1.0
KH04424,35.0,co_ban,Trung,19.0,130.0,2470.0,2.0,0.0
KH04425,27.0,co_ban,Bac,9.0,100.0,900.0,1.0,0.0
KH04426,23.0,tieu_chuan,Bac,10.0,290.0,2900.0,3.0,0.0
KH04427,18.0,tieu_chuan,Bac,16.0,290.0,4640.0,0.0,0.0
KH04428,37.0,co_ban,Nam,21.0,120.0,2520.0,1.0,0.0
KH04429,55.0,cao_cap,Trung,14.0,560.0,7840.0,7.0,1.0
KH04430,41.0,co_ban,Bac,39.0,110.0,4290.0,1.0,0.0
KH04431,67.0,tieu_chuan,Nam,21.0,290.0,6090.0,0.0,0.0
KH04432,51.0,co_ban,Nam,14.0,150.0,2100.0,1.0,0.0
KH04433,28.0,tieu_chuan,Bac,9.0,,2880.0,1.0,0.0
KH04434,27.0,co_ban,Nam,7.0,130.0,910.0,0.0,0.0
KH04435,58.0,co_ban,Nam,34.0,130.0,4420.0,3.0,1.0
KH04436,40.0,tieu_chuan,Bac,2.0,310.0,620.0,0.0,0.0
KH04437,42.0,co_ban,Nam,18.0,130.0,2340.0,0.0,0.0
KH04438,60.0,cao_cap,Nam,34.0,590.0,20060.0,4.0,1.0
KH04439,31.0,co_ban,Nam,26.0,130.0,3380.0,3.0,0.0
KH04440,29.0,tieu_chuan,Bac,13.0,260.0,3380.0,0.0,1.0
KH04441,29.0,cao_cap,Nam,72.0,540.0,38880.0,2.0,0.0
KH04442,27.0,cao_cap,Bac,8.0,490.0,3920.0,1.0,1.0
KH04443,41.0,cao_cap,Bac,4.0,500.0,2000.0,1.0,1.0
KH04444,49.0,co_ban,Bac,8.0,110.0,880.0,0.0,1.0
KH04445,40.0,tieu_chuan,Bac,16.0,300.0,4800.0,2.0,0.0
KH04446,38.0,cao_cap,Bac,32.0,560.0,17920.0,1.0,1.0
KH04447,45.0,tieu_chuan,Bac,1.0,200.0,200.0,8.0,1.0
KH04448,34.0,cao_cap,Nam,15.0,600.0,9000.0,4.0,0.0
KH04449,40.0,cao_cap,Trung,18.0,480.0,8640.0,0.0,0.0
KH04450,51.0,tieu_chuan,Bac,6.0,290.0,1740.0,6.0,0.0
KH04451,29.0,co_ban,Bac,8.0,110.0,880.0,4.0,1.0
KH04452,39.0,co_ban,Bac,34.0,100.0,3400.0,2.0,0.0
KH04453,26.0,co_ban,Trung,6.0,120.0,720.0,0.0,0.0
KH04454,40.0,cao_cap,Nam,15.0,490.0,7350.0,0.0,0.0
KH04455,60.0,cao_cap,Bac,19.0,590.0,11210.0,1.0,1.0
KH04456,37.0,tieu_chuan,Nam,44.0,,9680.0,0.0,0.0
KH04457,33.0,tieu_chuan,Trung,28.0,280.0,7840.0,2.0,0.0
KH04458,27.0,tieu_chuan,Nam,21.0,280.0,5880.0,0.0,0.0
KH04459,39.0,co_ban,Nam,40.0,150.0,6000.0,1.0,0.0
KH04460,18.0,co_ban,Trung,9.0,130.0,1170.0,1.0,1.0
KH04461,48.0,tieu_chuan,Bac,2.0,300.0,600.0,1.0,0.0
KH04462,37.0,tieu_chuan,Bac,24.0,210.0,5040.0,1.0,0.0
KH04463,40.0,co_ban,Trung,42.0,100.0,4200.0,0.0,0.0
KH04464,59.0,tieu_chuan,Bac,14.0,300.0,4200.0,6.0,1.0
KH04465,38.0,tieu_chuan,Bac,6.0,280.0,1680.0,1.0,0.0
KH04466,54.0,tieu_chuan,Nam,19.0,240.0,4560.0,1.0,0.0
KH04467,65.0,tieu_chuan,Bac,15.0,310.0,4650.0,1.0,0.0
KH04468,40.0,tieu_chuan,Nam,22.0,300.0,6600.0,1.0,0.0
KH04469,43.0,tieu_chuan,Bac,50.0,240.0,12000.0,2.0,0.0
KH04470,29.0,cao_cap,Trung,11.0,430.0,4730.0,1.0,1.0
KH04471,27.0,tieu_chuan,Nam,3.0,250.0,750.0,1.0,1.0
KH04472,47.0,co_ban,Nam,78.0,140.0,10920.0,5.0,0.0
KH04473,18.0,co_ban,Nam,15.0,110.0,1650.0,0.0,0.0
KH04474,49.0,cao_cap,Nam,11.0,600.0,6600.0,1.0,1.0
KH04475,55.0,co_ban,Trung,83.0,130.0,10790.0,1.0,0.0
KH04476,35.0,tieu_chuan,Bac,5.0,300.0,1500.0,2.0,0.0
KH04477,49.0,tieu_chuan,Bac,3.0,290.0,870.0,5.0,0.0
KH04478,26.0,tieu_chuan,Trung,28.0,240.0,6720.0,8.0,0.0
KH04479,18.0,cao_cap,Bac,10.0,540.0,5400.0,2.0,0.0
KH04480,41.0,co_ban,Nam,69.0,130.0,8970.0,1.0,0.0
KH04481,38.0,cao_cap,Nam,13.0,450.0,5850.0,2.0,0.0
KH04482,27.0,tieu_chuan,Nam,8.0,300.0,2400.0,0.0,0.0
KH04483,25.0,tieu_chuan,Trung,42.0,210.0,8820.0,1.0,0.0
KH04484,38.0,co_ban,Bac,9.0,110.0,990.0,6.0,1.0
KH04485,34.0,co_ban,Nam,6.0,120.0,720.0,2.0,1.0
KH04486,37.0,tieu_chuan,Trung,98.0,270.0,26460.0,0.0,0.0
KH04487,43.0,co_ban,Nam,46.0,100.0,4600.0,0.0,0.0
KH04488,26.0,cao_cap,Nam,41.0,420.0,17220.0,4.0,1.0
KH04489,43.0,tieu_chuan,Nam,18.0,290.0,5220.0,0.0,0.0
KH04490,46.0,co_ban,Nam,51.0,110.0,5610.0,1.0,0.0
KH04491,23.0,co_ban,Bac,54.0,140.0,7560.0,0.0,0.0
KH04492,44.0,tieu_chuan,Bac,57.0,,15390.0,1.0,0.0
KH04493,29.0,tieu_chuan,Trung,1.0,250.0,250.0,5.0,1.0
KH04494,29.0,cao_cap,Nam,33.0,440.0,14520.0,1.0,1.0
KH04495,34.0,co_ban,Trung,23.0,120.0,2760.0,2.0,1.0
KH04496,41.0,cao_cap,Nam,107.0,430.0,46010.0,7.0,0.0
KH04497,28.0,tieu_chuan,Trung,76.0,290.0,22040.0,3.0,0.0
KH04498,45.0,tieu_chuan,Nam,61.0,280.0,17080.0,1.0,0.0
KH04499,46.0,tieu_chuan,Nam,18.0,270.0,4860.0,0.0,0.0
KH04500,42.0,co_ban,Bac,20.0,100.0,2000.0,1.0,0.0
KH04501,26.0,co_ban,Bac,8.0,150.0,1200.0,5.0,1.0
KH04502,47.0,co_ban,Nam,2.0,110.0,220.0,1.0,1.0
KH04503,40.0,co_ban,Bac,7.0,110.0,770.0,2.0,0.0
KH04504,64.0,tieu_chuan,Nam,17.0,290.0,4930.0,0.0,0.0
KH04505,35.0,cao_cap,Nam,4.0,660.0,2640.0,0.0,0.0
KH04506,41.0,cao_cap,Trung,5.0,590.0,2950.0,1.0,0.0
KH04507,47.0,tieu_chuan,Nam,22.0,280.0,6160.0,9.0,1.0
KH04508,31.0,co_ban,Bac,5.0,100.0,500.0,1.0,0.0
KH04509,43.0,co_ban,Bac,46.0,110.0,5060.0,2.0,0.0
KH04510,,co_ban,Bac,67.0,130.0,8710.0,2.0,0.0
KH04511,47.0,tieu_chuan,Trung,38.0,270.0,10260.0,0.0,0.0
KH04512,49.0,tieu_chuan,Nam,3.0,280.0,840.0,10.0,1.0
KH04513,36.0,co_ban,Nam,43.0,150.0,6450.0,1.0,0.0
KH04514,53.0,tieu_chuan,Bac,7.0,250.0,1750.0,4.0,0.0
KH04515,51.0,tieu_chuan,Bac,38.0,290.0,11020.0,1.0,0.0
KH04516,40.0,co_ban,Bac,43.0,120.0,5160.0,4.0,1.0
KH04517,35.0,tieu_chuan,Nam,2.0,200.0,400.0,5.0,1.0
KH04518,21.0,tieu_chuan,Bac,24.0,290.0,6960.0,1.0,0.0
KH04519,25.0,co_ban,Nam,12.0,150.0,1800.0,0.0,1.0
KH04520,45.0,tieu_chuan,Trung,48.0,210.0,10080.0,1.0,0.0
KH04521,36.0,co_ban,Nam,40.0,110.0,4400.0,2.0,0.0
KH04522,27.0,tieu_chuan,Nam,30.0,220.0,6600.0,0.0,0.0
KH04523,47.0,cao_cap,Nam,15.0,,7350.0,2.0,1.0
KH04524,36.0,tieu_chuan,Trung,4.0,220.0,880.0,8.0,1.0
KH04525,38.0,co_ban,Nam,96.0,110.0,10560.0,1.0,0.0
KH04526,32.0,tieu_chuan,Trung,20.0,240.0,4800.0,0.0,0.0
KH04527,,co_ban,Bac,2.0,100.0,200.0,2.0,0.0
KH04528,34.0,tieu_chuan,Bac,32.0,240.0,7680.0,0.0,0.0
KH04529,26.0,tieu_chuan,Bac,23.0,240.0,5520.0,3.0,1.0
KH04530,37.0,tieu_chuan,Bac,10.0,220.0,2200.0,0.0,1.0
KH04531,36.0,co_ban,Bac,16.0,150.0,2400.0,7.0,0.0
KH04532,41.0,tieu_chuan,Bac,36.0,,9720.0,5.0,0.0
KH04533,39.0,tieu_chuan,Nam,1.0,290.0,290.0,1.0,0.0
KH04534,42.0,co_ban,Bac,8.0,120.0,960.0,1.0,1.0
KH04535,25.0,co_ban,Bac,9.0,150.0,1350.0,5.0,1.0
KH04536,30.0,co_ban,Trung,18.0,100.0,1800.0,1.0,0.0
KH04537,40.0,cao_cap,Nam,4.0,620.0,2480.0,1.0,1.0
KH04538,37.0,co_ban,Bac,11.0,110.0,1210.0,0.0,0.0
KH04539,39.0,tieu_chuan,Bac,8.0,210.0,1680.0,2.0,0.0
KH04540,30.0,co_ban,Nam,100.0,140.0,14000.0,2.0,0.0
KH04541,33.0,tieu_chuan,Nam,26.0,220.0,5720.0,0.0,0.0
KH04542,33.0,cao_cap,Trung,12.0,470.0,5640.0,3.0,1.0
KH04543,20.0,co_ban,Nam,16.0,100.0,1600.0,1.0,0.0
KH04544,57.0,co_ban,Nam,6.0,150.0,900.0,1.0,0.0
KH04545,32.0,cao_cap,Bac,22.0,640.0,14080.0,1.0,0.0
KH04546,66.0,co_ban,Trung,9.0,140.0,1260.0,1.0,0.0
KH04547,49.0,co_ban,Nam,5.0,140.0,700.0,0.0,1.0
KH04548,37.0,co_ban,Trung,9.0,110.0,990.0,2.0,0.0
KH04549,49.0,cao_cap,Nam,2.0,480.0,960.0,4.0,1.0
KH04550,58.0,cao_cap,Nam,83.0,470.0,39010.0,1.0,0.0
