ma_kh,ngay_dat,gia_tri
KH01300,2025-09-15,130000.0
KH02467,2025-09-15,323000.0
KH02197,2025-09-15,163000.0
KH00858,2025-09-15,108000.0
KH01433,2025-09-15,293000.0
KH02046,2025-09-15,324000.0
KH00571,2025-09-15,270000.0
KH01958,2025-09-15,114000.0
KH01958,2025-09-15,81000.0
KH00532,2025-09-15,132000.0
KH00647,2025-09-15,80000.0
KH01817,2025-09-15,137000.0
KH00017,2025-09-15,147000.0
KH02061,2025-09-15,136000.0
KH02071,2025-09-15,1206000.0
KH02251,2025-09-15,121000.0
KH01933,2025-09-15,481000.0
KH02233,2025-09-15,434000.0
KH02052,2025-09-15,215000.0
KH01161,2025-09-15,93000.0
KH01004,2025-09-15,173000.0
KH02453,2025-09-15,63000.0
KH01425,2025-09-15,178000.0
KH02300,2025-09-15,127000.0
KH01641,2025-09-15,53000.0
KH01678,2025-09-15,111000.0
KH01887,2025-09-15,958000.0
KH01596,2025-09-15,83000.0
KH00289,2025-09-15,1077000.0
KH00037,2025-09-15,198000.0
KH00027,2025-09-15,87000.0
KH02420,2025-09-15,125000.0
KH02273,2025-09-15,138000.0
KH02470,2025-09-15,230000.0
KH02240,2025-09-15,881000.0
KH00923,2025-09-15,118000.0
KH02060,2025-09-15,112000.0
KH00837,2025-09-15,479000.0
KH02479,2025-09-15,127000.0
KH00816,2025-09-15,165000.0
KH00307,2025-09-15,128000.0
KH01836,2025-09-15,247000.0
KH00455,2025-09-15,116000.0
KH00692,2025-09-15,155000.0
KH01093,2025-09-15,164000.0
KH02101,2025-09-15,139000.0
KH00502,2025-09-15,176000.0
KH02160,2025-09-15,41000.0
KH01402,2025-09-15,290000.0
KH02362,2025-09-15,136000.0
KH00485,2025-09-15,134000.0
KH00741,2025-09-15,120000.0
KH02166,2025-09-15,206000.0
KH02413,2025-09-15,135000.0
KH00552,2025-09-15,77000.0
KH01547,2025-09-16,204000.0
KH02264,2025-09-16,92000.0
KH02075,2025-09-16,413000.0
KH00172,2025-09-16,118000.0
KH02377,2025-09-16,332000.0
KH00520,2025-09-16,232000.0
KH01548,2025-09-16,334000.0
KH01595,2025-09-16,169000.0
KH01414,2025-09-16,308000.0
KH00122,2025-09-16,437000.0
KH01532,2025-09-16,186000.0
KH01793,2025-09-16,164000.0
KH00041,2025-09-16,520000.0
KH00254,2025-09-16,366000.0
KH01358,2025-09-16,455000.0
KH00021,2025-09-16,80000.0
KH00329,2025-09-16,43000.0
KH02348,2025-09-16,350000.0
KH02250,2025-09-16,174000.0
KH00192,2025-09-16,624000.0
KH01517,2025-09-16,74000.0
KH02458,2025-09-16,182000.0
KH00870,2025-09-16,260000.0
KH00537,2025-09-16,77000.0
KH00300,2025-09-16,310000.0
KH00305,2025-09-16,249000.0
KH00509,2025-09-16,245000.0
KH02482,2025-09-16,1100000.0
KH00543,2025-09-16,72000.0
KH02052,2025-09-16,241000.0
KH01902,2025-09-16,142000.0
KH01281,2025-09-16,280000.0
KH01742,2025-09-16,321000.0
KH00725,2025-09-16,199000.0
KH01375,2025-09-16,124000.0
KH01016,2025-09-16,605000.0
KH00624,2025-09-16,169000.0
KH02127,2025-09-16,105000.0
KH01170,2025-09-16,334000.0
KH00365,2025-09-16,356000.0
KH00299,2025-09-16,141000.0
KH01273,2025-09-16,265000.0
KH01896,2025-09-16,176000.0
KH01409,2025-09-16,179000.0
KH00576,2025-09-16,59000.0
KH00480,2025-09-16,147000.0
KH00936,2025-09-16,54000.0
KH01987,2025-09-16,290000.0
KH00866,2025-09-16,96000.0
KH00844,2025-09-16,257000.0
KH00527,2025-09-16,164000.0
KH02273,2025-09-16,162000.0
KH01516,2025-09-16,550000.0
KH01061,2025-09-16,229000.0
KH01177,2025-09-16,228000.0
KH00451,2025-09-16,99000.0
KH01651,2025-09-16,149000.0
KH00263,2025-09-16,152000.0
KH01893,2025-09-16,357000.0
KH02104,2025-09-16,42000.0
KH01936,2025-09-16,683000.0
KH02098,2025-09-16,315000.0
KH00863,2025-09-16,490000.0
KH02160,2025-09-16,418000.0
KH02336,2025-09-16,272000.0
KH01395,2025-09-16,80000.0
KH00335,2025-09-16,390000.0
KH02134,2025-09-16,345000.0
KH01009,2025-09-16,85000.0
KH01544,2025-09-16,884000.0
KH02199,2025-09-16,209000.0
KH01766,2025-09-16,215000.0
KH02268,2025-09-16,196000.0
KH00272,2025-09-16,386000.0
KH00642,2025-09-16,122000.0
KH02183,2025-09-16,281000.0
KH00989,2025-09-16,247000.0
KH00184,2025-09-16,1107000.0
KH00515,2025-09-16,371000.0
KH00548,2025-09-16,240000.0
KH00750,2025-09-16,627000.0
KH01853,2025-09-16,154000.0
KH00940,2025-09-16,1056000.0
KH01214,2025-09-17,152000.0
KH01102,2025-09-17,536000.0
KH02066,2025-09-17,43000.0
KH01322,2025-09-17,355000.0
KH02397,2025-09-17,266000.0
KH00047,2025-09-17,169000.0
KH00723,2025-09-17,708000.0
KH02229,2025-09-17,172000.0
KH00527,2025-09-17,136000.0
KH01930,2025-09-17,73000.0
KH01962,2025-09-17,143000.0
KH00772,2025-09-17,94000.0
KH01415,2025-09-17,132000.0
KH00868,2025-09-17,135000.0
KH01220,2025-09-17,365000.0
KH00110,2025-09-17,2048000.0
KH01098,2025-09-17,168000.0
KH01264,2025-09-17,211000.0
KH01500,2025-09-17,85000.0
KH00211,2025-09-17,682000.0
KH00856,2025-09-17,123000.0
KH00582,2025-09-17,92000.0
KH00548,2025-09-17,23000.0
KH02432,2025-09-17,42000.0
KH02248,2025-09-17,144000.0
KH01556,2025-09-17,439000.0
KH00860,2025-09-17,1371000.0
KH00642,2025-09-17,73000.0
KH00398,2025-09-17,729000.0
KH01829,2025-09-17,215000.0
KH00170,2025-09-17,156000.0
KH01748,2025-09-17,486000.0
KH01837,2025-09-17,87000.0
KH01202,2025-09-17,310000.0
KH01335,2025-09-17,376000.0
KH02083,2025-09-17,361000.0
KH00653,2025-09-17,333000.0
KH00595,2025-09-17,47000.0
KH01633,2025-09-17,267000.0
KH00570,2025-09-17,473000.0
KH01583,2025-09-17,440000.0
KH01254,2025-09-17,699000.0
KH00527,2025-09-17,97000.0
KH00381,2025-09-17,247000.0
KH00813,2025-09-17,103000.0
KH00697,2025-09-17,336000.0
KH00725,2025-09-17,179000.0
KH01156,2025-09-17,142000.0
KH01057,2025-09-17,974000.0
KH01677,2025-09-17,59000.0
KH01327,2025-09-17,405000.0
KH02252,2025-09-17,510000.0
KH01911,2025-09-17,211000.0
KH00970,2025-09-17,145000.0
KH01224,2025-09-17,46000.0
KH01461,2025-09-17,252000.0
KH01062,2025-09-17,192000.0
KH01230,2025-09-17,569000.0
KH01498,2025-09-17,80000.0
KH01335,2025-09-17,113000.0
KH00813,2025-09-17,365000.0
KH02432,2025-09-17,75000.0
KH01933,2025-09-17,144000.0
KH01642,2025-09-17,239000.0
KH02183,2025-09-17,186000.0
KH02315,2025-09-17,166000.0
KH01770,2025-09-17,1089000.0
KH00533,2025-09-17,112000.0
KH00460,2025-09-17,62000.0
KH00055,2025-09-17,79000.0
KH01244,2025-09-17,157000.0
KH00726,2025-09-17,146000.0
KH02001,2025-09-17,17000.0
KH01826,2025-09-17,151000.0
KH01857,2025-09-17,216000.0
KH01035,2025-09-17,181000.0
KH01880,2025-09-17,123000.0
KH00434,2025-09-17,147000.0
KH01195,2025-09-17,201000.0
KH00064,2025-09-17,106000.0
KH00219,2025-09-17,125000.0
KH01004,2025-09-17,64000.0
KH02327,2025-09-18,173000.0
KH02144,2025-09-18,52000.0
KH01101,2025-09-18,273000.0
KH00156,2025-09-18,779000.0
KH00723,2025-09-18,442000.0
KH01680,2025-09-18,268000.0
KH02299,2025-09-18,381000.0
KH00901,2025-09-18,109000.0
KH00559,2025-09-18,264000.0
KH00973,2025-09-18,140000.0
KH01098,2025-09-18,174000.0
KH02314,2025-09-18,122000.0
KH00915,2025-09-18,400000.0
KH00542,2025-09-18,104000.0
KH01013,2025-09-18,149000.0
KH01412,2025-09-18,106000.0
KH00750,2025-09-18,896000.0
KH02020,2025-09-18,65000.0
KH00860,2025-09-18,160000.0
KH00768,2025-09-18,136000.0
KH02291,2025-09-18,147000.0
KH00379,2025-09-18,1023000.0
KH01912,2025-09-18,207000.0
KH00091,2025-09-18,249000.0
KH01625,2025-09-18,238000.0
KH00660,2025-09-18,44000.0
KH00266,2025-09-18,334000.0
KH02067,2025-09-18,243000.0
KH02320,2025-09-18,33000.0
KH01182,2025-09-18,154000.0
KH01519,2025-09-18,118000.0
KH01055,2025-09-18,129000.0
KH00278,2025-09-18,61000.0
KH00278,2025-09-18,119000.0
KH02231,2025-09-18,14000.0
KH01344,2025-09-18,646000.0
KH01492,2025-09-18,42000.0
KH00415,2025-09-18,79000.0
KH00094,2025-09-18,475000.0
KH00869,2025-09-18,445000.0
KH01777,2025-09-18,371000.0
KH01300,2025-09-18,20000.0
KH00166,2025-09-18,808000.0
KH01094,2025-09-18,251000.0
KH02100,2025-09-18,1163000.0
KH02283,2025-09-18,342000.0
KH01713,2025-09-18,105000.0
KH01341,2025-09-18,80000.0
KH00217,2025-09-18,133000.0
KH01394,2025-09-18,156000.0
KH01237,2025-09-18,167000.0
KH00341,2025-09-18,106000.0
KH00535,2025-09-18,79000.0
KH01381,2025-09-18,284000.0
KH00253,2025-09-18,143000.0
KH02473,2025-09-18,281000.0
KH01496,2025-09-18,155000.0
KH01202,2025-09-18,131000.0
KH00194,2025-09-18,88000.0
KH02101,2025-09-18,554000.0
KH00561,2025-09-18,152000.0
KH01925,2025-09-18,200000.0
KH00145,2025-09-18,232000.0
KH02067,2025-09-18,51000.0
KH02122,2025-09-18,189000.0
KH01249,2025-09-18,46000.0
KH01186,2025-09-18,171000.0
KH01320,2025-09-18,156000.0
KH01715,2025-09-18,43000.0
KH00997,2025-09-18,145000.0
KH00837,2025-09-18,61000.0
KH01257,2025-09-18,406000.0
KH01380,2025-09-18,233000.0
KH01719,2025-09-18,46000.0
KH01076,2025-09-18,262000.0
KH00971,2025-09-18,244000.0
KH01747,2025-09-18,138000.0
KH02251,2025-09-18,518000.0
KH00813,2025-09-18,63000.0
KH01255,2025-09-18,64000.0
KH00641,2025-09-18,211000.0
KH02195,2025-09-18,159000.0
KH02201,2025-09-18,157000.0
KH00465,2025-09-18,229000.0
KH02231,2025-09-19,301000.0
KH00657,2025-09-19,186000.0
KH01772,2025-09-19,153000.0
KH01059,2025-09-19,505000.0
KH01929,2025-09-19,156000.0
KH00537,2025-09-19,290000.0
KH01612,2025-09-19,154000.0
KH02454,2025-09-19,223000.0
KH01951,2025-09-19,118000.0
KH02428,2025-09-19,421000.0
KH01622,2025-09-19,664000.0
KH01938,2025-09-19,2596000.0
KH02268,2025-09-19,310000.0
KH01391,2025-09-19,337000.0
KH01922,2025-09-19,219000.0
KH00986,2025-09-19,172000.0
KH02148,2025-09-19,81000.0
KH02325,2025-09-19,257000.0
KH02413,2025-09-19,161000.0
KH01128,2025-09-19,175000.0
KH00894,2025-09-19,138000.0
KH00699,2025-09-19,104000.0
KH01285,2025-09-19,544000.0
KH01257,2025-09-19,74000.0
KH00170,2025-09-19,208000.0
KH00413,2025-09-19,946000.0
KH00198,2025-09-19,191000.0
KH01557,2025-09-19,59000.0
KH01057,2025-09-19,331000.0
KH01767,2025-09-19,197000.0
KH01482,2025-09-19,35000.0
KH01857,2025-09-19,133000.0
KH01656,2025-09-19,224000.0
KH01878,2025-09-19,99000.0
KH02478,2025-09-19,156000.0
KH00391,2025-09-19,108000.0
KH01924,2025-09-19,95000.0
KH01118,2025-09-19,89000.0
KH00420,2025-09-19,162000.0
KH01279,2025-09-19,94000.0
KH00001,2025-09-19,750000.0
KH00520,2025-09-19,814000.0
KH01736,2025-09-19,44000.0
KH00941,2025-09-19,689000.0
KH02064,2025-09-19,203000.0
KH00027,2025-09-19,51000.0
KH02116,2025-09-19,158000.0
KH01447,2025-09-19,181000.0
KH01781,2025-09-19,249000.0
KH01982,2025-09-19,656000.0
KH00231,2025-09-19,140000.0
KH01933,2025-09-19,69000.0
KH00935,2025-09-19,159000.0
KH00830,2025-09-19,153000.0
KH01768,2025-09-19,166000.0
KH01034,2025-09-19,389000.0
KH00398,2025-09-19,88000.0
KH00139,2025-09-19,79000.0
KH02291,2025-09-19,37000.0
KH01295,2025-09-19,300000.0
KH00338,2025-09-19,73000.0
KH02197,2025-09-19,934000.0
KH02129,2025-09-19,374000.0
KH01301,2025-09-19,91000.0
KH02228,2025-09-19,554000.0
KH01666,2025-09-19,155000.0
KH01309,2025-09-19,527000.0
KH01588,2025-09-19,357000.0
KH00067,2025-09-19,190000.0
KH01373,2025-09-19,113000.0
KH01595,2025-09-19,197000.0
KH01416,2025-09-19,281000.0
KH01721,2025-09-19,297000.0
KH00092,2025-09-19,355000.0
KH00070,2025-09-19,112000.0
KH01839,2025-09-19,743000.0
KH01397,2025-09-19,166000.0
KH00021,2025-09-19,157000.0
KH00552,2025-09-19,247000.0
KH02070,2025-09-19,208000.0
KH00217,2025-09-19,64000.0
KH00040,2025-09-19,425000.0
KH00075,2025-09-19,967000.0
KH01927,2025-09-19,797000.0
KH02175,2025-09-19,243000.0
KH01705,2025-09-19,265000.0
KH00561,2025-09-19,180000.0
KH01752,2025-09-19,80000.0
KH00862,2025-09-19,858000.0
KH00708,2025-09-20,163000.0
KH01634,2025-09-20,241000.0
KH02167,2025-09-20,105000.0
KH01252,2025-09-20,258000.0
KH00372,2025-09-20,103000.0
KH01359,2025-09-20,249000.0
KH00744,2025-09-20,774000.0
KH02121,2025-09-20,842000.0
KH00758,2025-09-20,44000.0
KH02054,2025-09-20,182000.0
KH00659,2025-09-20,131000.0
KH00448,2025-09-20,465000.0
KH02354,2025-09-20,407000.0
KH02412,2025-09-20,333000.0
KH00377,2025-09-20,434000.0
KH01263,2025-09-20,215000.0
KH01172,2025-09-20,147000.0
KH00770,2025-09-20,101000.0
KH01375,2025-09-20,195000.0
KH00335,2025-09-20,643000.0
KH01665,2025-09-20,107000.0
KH02408,2025-09-20,447000.0
KH01896,2025-09-20,190000.0
KH00526,2025-09-20,104000.0
KH00353,2025-09-20,873000.0
KH00032,2025-09-20,354000.0
KH01262,2025-09-20,311000.0
KH01088,2025-09-20,47000.0
KH00540,2025-09-20,260000.0
KH00993,2025-09-20,93000.0
KH02001,2025-09-20,176000.0
KH02057,2025-09-20,286000.0
KH00844,2025-09-20,86000.0
KH01195,2025-09-20,153000.0
KH01627,2025-09-20,173000.0
KH00763,2025-09-20,327000.0
KH01427,2025-09-20,107000.0
KH01808,2025-09-20,225000.0
KH01547,2025-09-20,247000.0
KH01291,2025-09-20,314000.0
KH00663,2025-09-20,97000.0
KH01206,2025-09-20,593000.0
KH02432,2025-09-20,297000.0
KH01361,2025-09-20,1116000.0
KH01288,2025-09-20,332000.0
KH01781,2025-09-20,77000.0
KH01066,2025-09-20,214000.0
KH00541,2025-09-20,216000.0
KH02400,2025-09-20,119000.0
KH01202,2025-09-20,58000.0
KH00539,2025-09-20,259000.0
KH00849,2025-09-20,251000.0
KH01907,2025-09-20,103000.0
KH02036,2025-09-20,553000.0
KH01968,2025-09-20,110000.0
KH01612,2025-09-20,72000.0
KH02425,2025-09-20,147000.0
KH00681,2025-09-20,365000.0
KH01912,2025-09-20,233000.0
KH02357,2025-09-20,130000.0
KH01815,2025-09-20,705000.0
KH01154,2025-09-20,75000.0
KH01833,2025-09-20,192000.0
KH02052,2025-09-20,817000.0
KH01852,2025-09-20,710000.0
KH01291,2025-09-20,181000.0
KH01404,2025-09-20,237000.0
KH01791,2025-09-20,176000.0
KH00542,2025-09-20,142000.0
KH01937,2025-09-20,383000.0
KH02101,2025-09-20,173000.0
KH00363,2025-09-20,168000.0
KH00604,2025-09-20,138000.0
KH01344,2025-09-20,560000.0
KH00018,2025-09-20,209000.0
KH01254,2025-09-20,71000.0
KH01732,2025-09-20,392000.0
KH00400,2025-09-20,167000.0
KH00366,2025-09-20,84000.0
KH02086,2025-09-20,992000.0
KH00365,2025-09-20,350000.0
KH01480,2025-09-20,204000.0
KH00991,2025-09-21,275000.0
KH01851,2025-09-21,120000.0
KH00320,2025-09-21,123000.0
KH02041,2025-09-21,127000.0
KH00870,2025-09-21,792000.0
KH02390,2025-09-21,84000.0
KH02022,2025-09-21,158000.0
KH00011,2025-09-21,145000.0
KH00546,2025-09-21,478000.0
KH00235,2025-09-21,25000.0
KH02370,2025-09-21,182000.0
KH01642,2025-09-21,563000.0
KH02183,2025-09-21,281000.0
KH01918,2025-09-21,65000.0
KH00978,2025-09-21,60000.0
KH02236,2025-09-21,207000.0
KH00437,2025-09-21,246000.0
KH01157,2025-09-21,46000.0
KH00188,2025-09-21,572000.0
KH02164,2025-09-21,249000.0
KH01497,2025-09-21,92000.0
KH02362,2025-09-21,104000.0
KH01401,2025-09-21,266000.0
KH02129,2025-09-21,160000.0
KH00736,2025-09-21,200000.0
KH02359,2025-09-21,63000.0
KH01168,2025-09-21,136000.0
KH01446,2025-09-21,129000.0
KH01647,2025-09-21,262000.0
KH01628,2025-09-21,163000.0
KH01811,2025-09-21,123000.0
KH01080,2025-09-21,136000.0
KH01516,2025-09-21,175000.0
KH01494,2025-09-21,145000.0
KH00837,2025-09-21,202000.0
KH00358,2025-09-21,211000.0
KH01195,2025-09-21,406000.0
KH01325,2025-09-21,283000.0
KH02041,2025-09-21,230000.0
KH00077,2025-09-21,175000.0
KH01093,2025-09-21,283000.0
KH01018,2025-09-21,120000.0
KH00348,2025-09-21,57000.0
KH02005,2025-09-21,299000.0
KH00148,2025-09-21,165000.0
KH02264,2025-09-21,65000.0
KH02104,2025-09-21,242000.0
KH02436,2025-09-21,102000.0
KH01193,2025-09-21,51000.0
KH01851,2025-09-21,37000.0
KH02366,2025-09-21,32000.0
KH02090,2025-09-21,334000.0
KH02441,2025-09-21,45000.0
KH01008,2025-09-21,114000.0
KH02454,2025-09-21,313000.0
KH00669,2025-09-21,53000.0
KH00492,2025-09-21,291000.0
KH00757,2025-09-21,307000.0
KH01620,2025-09-21,256000.0
KH00646,2025-09-21,230000.0
KH00995,2025-09-21,328000.0
KH02484,2025-09-21,238000.0
KH01558,2025-09-21,283000.0
KH01982,2025-09-21,139000.0
KH00221,2025-09-21,58000.0
KH00541,2025-09-21,116000.0
KH01437,2025-09-21,98000.0
KH00198,2025-09-21,107000.0
KH00633,2025-09-21,228000.0
KH02487,2025-09-21,611000.0
KH01304,2025-09-21,312000.0
KH02346,2025-09-21,200000.0
KH01465,2025-09-21,400000.0
KH00191,2025-09-21,414000.0
KH00744,2025-09-21,437000.0
KH01759,2025-09-21,185000.0
KH02486,2025-09-21,242000.0
KH02145,2025-09-22,224000.0
KH01778,2025-09-22,176000.0
KH00958,2025-09-22,372000.0
KH02129,2025-09-22,290000.0
KH00936,2025-09-22,444000.0
KH00200,2025-09-22,48000.0
KH01450,2025-09-22,52000.0
KH01500,2025-09-22,115000.0
KH00141,2025-09-22,116000.0
KH00441,2025-09-22,66000.0
KH00404,2025-09-22,90000.0
KH00296,2025-09-22,262000.0
KH01415,2025-09-22,190000.0
KH00389,2025-09-22,140000.0
KH01982,2025-09-22,301000.0
KH01912,2025-09-22,562000.0
KH00542,2025-09-22,215000.0
KH00156,2025-09-22,155000.0
KH01372,2025-09-22,117000.0
KH01989,2025-09-22,244000.0
KH02049,2025-09-22,153000.0
KH01851,2025-09-22,157000.0
KH01547,2025-09-22,1248000.0
KH01896,2025-09-22,191000.0
KH01336,2025-09-22,49000.0
KH01677,2025-09-22,299000.0
KH01402,2025-09-22,91000.0
KH02017,2025-09-22,129000.0
KH01579,2025-09-22,149000.0
KH02037,2025-09-22,100000.0
KH02294,2025-09-22,157000.0
KH02037,2025-09-22,150000.0
KH01441,2025-09-22,63000.0
KH01132,2025-09-22,230000.0
KH01089,2025-09-22,118000.0
KH00298,2025-09-22,188000.0
KH00880,2025-09-22,64000.0
KH01881,2025-09-22,75000.0
KH01941,2025-09-22,174000.0
KH00276,2025-09-22,289000.0
KH01698,2025-09-22,112000.0
KH01092,2025-09-22,337000.0
KH02296,2025-09-22,206000.0
KH01065,2025-09-22,92000.0
KH01809,2025-09-22,158000.0
KH01281,2025-09-22,226000.0
KH00044,2025-09-22,197000.0
KH00699,2025-09-22,318000.0
KH01342,2025-09-22,214000.0
KH01169,2025-09-22,185000.0
KH00822,2025-09-22,736000.0
KH02459,2025-09-22,147000.0
KH00247,2025-09-22,169000.0
KH01263,2025-09-22,348000.0
KH00567,2025-09-22,2886000.0
KH01995,2025-09-22,165000.0
KH01077,2025-09-22,330000.0
KH01120,2025-09-22,41000.0
KH00885,2025-09-22,887000.0
KH01091,2025-09-22,812000.0
KH01960,2025-09-22,476000.0
KH01614,2025-09-22,123000.0
KH00912,2025-09-22,117000.0
KH00171,2025-09-22,123000.0
KH01426,2025-09-22,155000.0
KH00445,2025-09-22,563000.0
KH01023,2025-09-22,557000.0
KH00016,2025-09-22,128000.0
KH01123,2025-09-22,48000.0
KH02431,2025-09-22,172000.0
KH01856,2025-09-22,25000.0
KH01544,2025-09-22,168000.0
KH02368,2025-09-22,77000.0
KH02083,2025-09-22,135000.0
KH00191,2025-09-22,120000.0
KH02198,2025-09-22,235000.0
KH00654,2025-09-22,195000.0
KH02090,2025-09-22,724000.0
KH00732,2025-09-22,423000.0
KH00112,2025-09-22,63000.0
KH01649,2025-09-22,123000.0
KH00268,2025-09-22,237000.0
KH00242,2025-09-22,227000.0
KH00827,2025-09-22,741000.0
KH00199,2025-09-22,495000.0
KH02371,2025-09-23,382000.0
KH02280,2025-09-23,82000.0
KH01868,2025-09-23,53000.0
KH02338,2025-09-23,146000.0
KH01205,2025-09-23,107000.0
KH01055,2025-09-23,274000.0
KH02174,2025-09-23,512000.0
KH02309,2025-09-23,78000.0
KH01229,2025-09-23,114000.0
KH00755,2025-09-23,220000.0
KH01063,2025-09-23,184000.0
KH00792,2025-09-23,148000.0
KH02130,2025-09-23,1040000.0
KH02045,2025-09-23,925000.0
KH01732,2025-09-23,470000.0
KH01693,2025-09-23,224000.0
KH01665,2025-09-23,144000.0
KH00816,2025-09-23,288000.0
KH00009,2025-09-23,260000.0
KH00198,2025-09-23,536000.0
KH02064,2025-09-23,88000.0
KH00686,2025-09-23,139000.0
KH01313,2025-09-23,122000.0
KH01420,2025-09-23,60000.0
KH01437,2025-09-23,217000.0
KH02441,2025-09-23,290000.0
KH01606,2025-09-23,76000.0
KH00378,2025-09-23,75000.0
KH00314,2025-09-23,215000.0
KH01275,2025-09-23,338000.0
KH02465,2025-09-23,257000.0
KH01053,2025-09-23,151000.0
KH00151,2025-09-23,224000.0
KH00726,2025-09-23,106000.0
KH00816,2025-09-23,344000.0
KH00311,2025-09-23,232000.0
KH00814,2025-09-23,609000.0
KH00050,2025-09-23,228000.0
KH00801,2025-09-23,300000.0
KH01911,2025-09-23,1677000.0
KH00341,2025-09-23,489000.0
KH01929,2025-09-23,92000.0
KH01516,2025-09-23,85000.0
KH00744,2025-09-23,213000.0
KH00941,2025-09-23,151000.0
KH02272,2025-09-23,234000.0
KH00625,2025-09-23,38000.0
KH00708,2025-09-23,35000.0
KH01922,2025-09-23,398000.0
KH01532,2025-09-23,107000.0
KH00536,2025-09-23,315000.0
KH01447,2025-09-23,221000.0
KH01134,2025-09-23,1094000.0
KH01394,2025-09-23,299000.0
KH01075,2025-09-23,290000.0
KH01028,2025-09-23,284000.0
KH01587,2025-09-23,99000.0
KH00648,2025-09-23,64000.0
KH00884,2025-09-23,92000.0
KH01900,2025-09-23,323000.0
KH00134,2025-09-23,622000.0
KH00328,2025-09-23,1094000.0
KH00499,2025-09-23,133000.0
KH00193,2025-09-23,344000.0
KH00415,2025-09-23,1155000.0
KH02454,2025-09-23,86000.0
KH01736,2025-09-23,596000.0
KH00371,2025-09-23,495000.0
KH00114,2025-09-23,38000.0
KH01605,2025-09-23,117000.0
KH00245,2025-09-23,252000.0
KH02212,2025-09-23,357000.0
KH02278,2025-09-23,565000.0
KH00536,2025-09-23,240000.0
KH00961,2025-09-23,176000.0
KH01066,2025-09-23,992000.0
KH02068,2025-09-23,292000.0
KH01111,2025-09-24,294000.0
KH01851,2025-09-24,511000.0
KH00854,2025-09-24,321000.0
KH01519,2025-09-24,269000.0
KH02334,2025-09-24,148000.0
KH00965,2025-09-24,143000.0
KH01672,2025-09-24,330000.0
KH00747,2025-09-24,77000.0
KH00750,2025-09-24,131000.0
KH00721,2025-09-24,59000.0
KH00552,2025-09-24,70000.0
KH01936,2025-09-24,144000.0
KH01127,2025-09-24,936000.0
KH02031,2025-09-24,213000.0
KH01560,2025-09-24,174000.0
KH00382,2025-09-24,224000.0
KH00300,2025-09-24,40000.0
KH00160,2025-09-24,161000.0
KH00776,2025-09-24,194000.0
KH01029,2025-09-24,380000.0
KH00687,2025-09-24,1073000.0
KH01967,2025-09-24,86000.0
KH00728,2025-09-24,358000.0
KH01206,2025-09-24,93000.0
KH02189,2025-09-24,21000.0
KH00462,2025-09-24,1546000.0
KH01827,2025-09-24,390000.0
KH02083,2025-09-24,404000.0
KH02207,2025-09-24,60000.0
KH00017,2025-09-24,229000.0
KH01406,2025-09-24,207000.0
KH02118,2025-09-24,460000.0
KH00849,2025-09-24,194000.0
KH01442,2025-09-24,99000.0
KH02011,2025-09-24,380000.0
KH01590,2025-09-24,886000.0
KH02078,2025-09-24,520000.0
KH00416,2025-09-24,206000.0
KH00254,2025-09-24,259000.0
KH00482,2025-09-24,150000.0
KH01061,2025-09-24,93000.0
KH01877,2025-09-24,326000.0
KH00005,2025-09-24,293000.0
KH00681,2025-09-24,237000.0
KH01508,2025-09-24,147000.0
KH00354,2025-09-24,58000.0
KH00971,2025-09-24,183000.0
KH01863,2025-09-24,291000.0
KH01262,2025-09-24,48000.0
KH02273,2025-09-24,269000.0
KH00197,2025-09-24,65000.0
KH01420,2025-09-24,209000.0
KH01346,2025-09-24,117000.0
KH00646,2025-09-24,118000.0
KH01475,2025-09-24,256000.0
KH02433,2025-09-24,440000.0
KH02140,2025-09-24,457000.0
KH01935,2025-09-24,189000.0
KH02223,2025-09-24,197000.0
KH00075,2025-09-24,90000.0
KH01819,2025-09-24,194000.0
KH01359,2025-09-24,389000.0
KH01833,2025-09-24,106000.0
KH01921,2025-09-24,293000.0
KH00836,2025-09-24,105000.0
KH01347,2025-09-24,195000.0
KH01906,2025-09-24,32000.0
KH01882,2025-09-24,80000.0
KH00844,2025-09-24,129000.0
KH01160,2025-09-24,58000.0
KH00491,2025-09-24,334000.0
KH00552,2025-09-24,28000.0
KH00986,2025-09-24,493000.0
KH00413,2025-09-24,479000.0
KH02188,2025-09-24,334000.0
KH00640,2025-09-24,268000.0
KH02092,2025-09-24,296000.0
KH00561,2025-09-25,194000.0
KH02360,2025-09-25,454000.0
KH01206,2025-09-25,109000.0
KH01913,2025-09-25,258000.0
KH00411,2025-09-25,299000.0
KH01192,2025-09-25,141000.0
KH01293,2025-09-25,765000.0
KH02404,2025-09-25,70000.0
KH02166,2025-09-25,116000.0
KH02357,2025-09-25,151000.0
KH00195,2025-09-25,107000.0
KH01684,2025-09-25,107000.0
KH01229,2025-09-25,99000.0
KH01388,2025-09-25,140000.0
KH00727,2025-09-25,88000.0
KH02278,2025-09-25,420000.0
KH00434,2025-09-25,1227000.0
KH00119,2025-09-25,128000.0
KH00151,2025-09-25,340000.0
KH00973,2025-09-25,714000.0
KH00839,2025-09-25,110000.0
KH02359,2025-09-25,257000.0
KH02188,2025-09-25,440000.0
KH01078,2025-09-25,299000.0
KH00580,2025-09-25,461000.0
KH00124,2025-09-25,383000.0
KH01899,2025-09-25,304000.0
KH02360,2025-09-25,67000.0
KH02003,2025-09-25,423000.0
KH01594,2025-09-25,99000.0
