ma_kh,tuoi,goi_cuoc,khu_vuc,so_thang_su_dung,cuoc_hang_thang,tong_cuoc,so_lan_goi_ho_tro,label
KM00375,52.0,cao_cap,Bac,22.0,,13860.0,2.0,
KM00376,38.0,co_ban,Trung,29.0,110.0,3190.0,0.0,
KM00377,50.0,co_ban,Nam,15.0,140.0,2100.0,2.0,
KM00378,25.0,co_ban,Nam,16.0,150.0,2400.0,1.0,
KM00379,41.0,tieu_chuan,Trung,43.0,240.0,10320.0,2.0,
KM00380,48.0,co_ban,Bac,1.0,120.0,120.0,1.0,
KM00381,26.0,tieu_chuan,Bac,32.0,210.0,6720.0,1.0,
KM00382,39.0,co_ban,Bac,26.0,100.0,2600.0,2.0,
KM00383,22.0,co_ban,Trung,5.0,110.0,550.0,5.0,
KM00384,24.0,co_ban,Nam,1.0,130.0,130.0,12.0,
KM00385,53.0,co_ban,Bac,77.0,130.0,10010.0,0.0,
KM00386,29.0,co_ban,Bac,96.0,120.0,11520.0,4.0,
KM00387,37.0,co_ban,Nam,2.0,140.0,280.0,2.0,
KM00388,72.0,co_ban,Nam,57.0,130.0,7410.0,6.0,
KM00389,23.0,cao_cap,Trung,120.0,460.0,55200.0,1.0,
KM00390,42.0,tieu_chuan,Nam,56.0,210.0,11760.0,0.0,
KM00391,44.0,cao_cap,Bac,10.0,480.0,4800.0,1.0,
KM00392,47.0,co_ban,Nam,6.0,140.0,840.0,0.0,
KM00393,46.0,cao_cap,Nam,7.0,630.0,4410.0,1.0,
KM00394,36.0,tieu_chuan,Nam,4.0,310.0,1240.0,8.0,
KM00395,36.0,co_ban,Trung,11.0,110.0,1210.0,1.0,
KM00396,38.0,tieu_chuan,Bac,43.0,,13760.0,9.0,
KM00397,48.0,tieu_chuan,Nam,45.0,230.0,10350.0,1.0,
KM00398,54.0,co_ban,Nam,6.0,100.0,600.0,2.0,
KM00399,46.0,cao_cap,Nam,19.0,450.0,8550.0,1.0,
KM00400,34.0,tieu_chuan,Nam,3.0,310.0,930.0,0.0,
KM00401,24.0,cao_cap,Nam,14.0,500.0,7000.0,1.0,
KM00402,30.0,cao_cap,Nam,15.0,500.0,7500.0,2.0,
KM00403,21.0,tieu_chuan,Nam,7.0,320.0,2240.0,3.0,
KM00404,63.0,co_ban,Nam,7.0,120.0,840.0,0.0,
KM00405,46.0,co_ban,Bac,1.0,120.0,120.0,2.0,
KM00406,34.0,cao_cap,Bac,32.0,420.0,13440.0,1.0,
KM00407,25.0,tieu_chuan,Bac,1.0,270.0,270.0,0.0,
KM00408,38.0,cao_cap,Trung,16.0,460.0,7360.0,0.0,
KM00409,40.0,co_ban,Nam,8.0,150.0,1200.0,2.0,
KM00410,37.0,co_ban,Nam,23.0,140.0,3220.0,11.0,
KM00411,18.0,tieu_chuan,Nam,18.0,230.0,4140.0,1.0,
KM00412,42.0,co_ban,Nam,25.0,140.0,3500.0,1.0,
KM00413,18.0,co_ban,Nam,1.0,140.0,140.0,0.0,
KM00414,50.0,co_ban,Trung,6.0,140.0,840.0,4.0,
KM00415,59.0,cao_cap,Bac,11.0,560.0,6160.0,7.0,
KM00416,42.0,co_ban,Trung,3.0,130.0,390.0,1.0,
KM00417,43.0,tieu_chuan,Bac,4.0,240.0,960.0,1.0,
KM00418,36.0,co_ban,Trung,24.0,120.0,2880.0,0.0,
KM00419,18.0,tieu_chuan,Nam,24.0,300.0,7200.0,1.0,
KM00420,39.0,tieu_chuan,Bac,93.0,240.0,22320.0,6.0,
KM00421,34.0,tieu_chuan,Nam,41.0,310.0,12710.0,1.0,
KM00422,43.0,co_ban,Nam,23.0,110.0,2530.0,3.0,
KM00423,62.0,tieu_chuan,Bac,10.0,270.0,2700.0,1.0,
KM00424,32.0,tieu_chuan,Bac,4.0,230.0,920.0,9.0,
KM00425,18.0,tieu_chuan,Bac,29.0,270.0,7830.0,0.0,
KM00426,45.0,co_ban,Bac,68.0,100.0,6800.0,0.0,
KM00427,39.0,tieu_chuan,Nam,108.0,220.0,23760.0,0.0,
KM00428,48.0,co_ban,Nam,24.0,140.0,3360.0,6.0,
KM00429,33.0,co_ban,Trung,1.0,130.0,130.0,1.0,
KM00430,45.0,co_ban,Nam,40.0,150.0,6000.0,4.0,
KM00431,23.0,tieu_chuan,Bac,32.0,290.0,9280.0,0.0,
KM00432,30.0,cao_cap,Nam,1.0,440.0,440.0,3.0,
KM00433,71.0,tieu_chuan,Nam,59.0,240.0,14160.0,1.0,
KM00434,47.0,co_ban,Bac,120.0,110.0,13200.0,0.0,
KM00435,32.0,tieu_chuan,Bac,65.0,220.0,14300.0,0.0,
KM00436,44.0,tieu_chuan,Nam,12.0,320.0,3840.0,5.0,
KM00437,40.0,co_ban,Trung,59.0,140.0,8260.0,2.0,
KM00438,24.0,tieu_chuan,Nam,10.0,280.0,2800.0,1.0,
KM00439,44.0,co_ban,Nam,17.0,130.0,2210.0,9.0,
KM00440,39.0,co_ban,Nam,68.0,150.0,10200.0,1.0,
KM00441,35.0,tieu_chuan,Nam,2.0,270.0,540.0,5.0,
KM00442,22.0,co_ban,Nam,23.0,100.0,2300.0,4.0,
KM00443,18.0,co_ban,Trung,8.0,160.0,1280.0,2.0,
KM00444,24.0,cao_cap,Trung,4.0,600.0,2400.0,0.0,
KM00445,19.0,co_ban,Nam,24.0,120.0,2880.0,0.0,
KM00446,,co_ban,Bac,3.0,110.0,330.0,1.0,
KM00447,29.0,tieu_chuan,Bac,17.0,250.0,4250.0,1.0,
KM00448,22.0,cao_cap,Bac,28.0,510.0,14280.0,1.0,
KM00449,35.0,tieu_chuan,Bac,8.0,270.0,2160.0,0.0,
KM00450,34.0,co_ban,Nam,49.0,130.0,6370.0,0.0,
KM00451,62.0,cao_cap,Nam,7.0,480.0,3360.0,7.0,
KM00452,50.0,co_ban,Nam,4.0,110.0,440.0,1.0,
KM00453,31.0,cao_cap,Nam,55.0,610.0,33550.0,1.0,
KM00454,41.0,co_ban,Bac,13.0,120.0,1560.0,0.0,
KM00455,31.0,co_ban,Trung,46.0,130.0,5980.0,0.0,
KM00456,38.0,co_ban,Bac,16.0,140.0,2240.0,0.0,
KM00457,18.0,tieu_chuan,Nam,64.0,280.0,17920.0,9.0,
KM00458,,co_ban,Nam,10.0,150.0,1500.0,1.0,
KM00459,42.0,tieu_chuan,Trung,12.0,270.0,3240.0,0.0,
KM00460,18.0,cao_cap,Bac,18.0,670.0,12060.0,1.0,
KM00461,18.0,co_ban,Nam,16.0,110.0,1760.0,0.0,
KM00462,48.0,cao_cap,Bac,35.0,490.0,17150.0,8.0,
KM00463,18.0,co_ban,Bac,28.0,150.0,4200.0,2.0,
KM00464,18.0,co_ban,Bac,3.0,120.0,360.0,2.0,
KM00465,24.0,cao_cap,Trung,18.0,,7740.0,0.0,
KM00466,62.0,tieu_chuan,Nam,79.0,,18960.0,1.0,
KM00467,35.0,tieu_chuan,Nam,20.0,250.0,5000.0,2.0,
KM00468,35.0,co_ban,Nam,40.0,120.0,4800.0,2.0,
KM00469,52.0,tieu_chuan,Trung,9.0,320.0,2880.0,1.0,
KM00470,53.0,tieu_chuan,Bac,51.0,240.0,12240.0,4.0,
KM00471,27.0,co_ban,Trung,30.0,120.0,3600.0,2.0,
KM00472,68.0,tieu_chuan,Nam,24.0,310.0,7440.0,1.0,
KM00473,67.0,tieu_chuan,Nam,21.0,290.0,6090.0,0.0,
KM00474,48.0,cao_cap,Nam,9.0,450.0,4050.0,5.0,
KM00475,26.0,co_ban,Trung,4.0,100.0,400.0,9.0,
KM00476,56.0,tieu_chuan,Nam,14.0,300.0,4200.0,1.0,
KM00477,26.0,cao_cap,Nam,9.0,680.0,6120.0,1.0,
KM00478,49.0,co_ban,Nam,6.0,150.0,900.0,9.0,
KM00479,49.0,tieu_chuan,Trung,11.0,260.0,2860.0,1.0,
KM00480,41.0,tieu_chuan,Nam,7.0,220.0,1540.0,1.0,
KM00481,37.0,co_ban,Nam,65.0,110.0,7150.0,2.0,
KM00482,25.0,co_ban,Nam,59.0,110.0,6490.0,1.0,
KM00483,40.0,co_ban,Nam,42.0,100.0,4200.0,2.0,
KM00484,35.0,tieu_chuan,Nam,26.0,250.0,6500.0,1.0,
KM00485,36.0,co_ban,Bac,3.0,140.0,420.0,0.0,
KM00486,30.0,tieu_chuan,Bac,31.0,300.0,9300.0,6.0,
KM00487,29.0,tieu_chuan,Bac,5.0,210.0,1050.0,1.0,
KM00488,45.0,co_ban,Nam,7.0,,1050.0,1.0,
KM00489,42.0,co_ban,Trung,1.0,120.0,120.0,7.0,
KM00490,36.0,tieu_chuan,Bac,1.0,310.0,310.0,6.0,
KM00491,57.0,co_ban,Bac,19.0,120.0,2280.0,0.0,
KM00492,18.0,cao_cap,Nam,27.0,460.0,12420.0,1.0,
KM00493,37.0,tieu_chuan,Trung,22.0,310.0,6820.0,2.0,
KM00494,28.0,cao_cap,Nam,66.0,490.0,32340.0,1.0,
KM00495,60.0,tieu_chuan,Bac,64.0,,14720.0,0.0,
KM00496,22.0,tieu_chuan,Bac,3.0,290.0,870.0,0.0,
KM00497,20.0,tieu_chuan,Nam,86.0,270.0,23220.0,0.0,
KM00498,41.0,co_ban,Nam,6.0,130.0,780.0,2.0,
KM00499,40.0,co_ban,Bac,50.0,150.0,7500.0,9.0,
KM00500,50.0,tieu_chuan,Bac,40.0,320.0,12800.0,8.0,
